Time,B-1-1_max,B-1-1_min,B-1-10_max,B-1-10_min,B-1-2_max,B-1-2_min,B-1-3_max,B-1-3_min,B-1-4_max,B-1-4_min,B-1-5_max,B-1-5_min,B-1-6_max,B-1-6_min,B-1-7_max,B-1-7_min,B-1-8_max,B-1-8_min,B-1-9_max,B-1-9_min,B-10-1_max,B-10-1_min,B-10-2_max,B-10-2_min,B-10-3_max,B-10-3_min,B-10-4_max,B-10-4_min,B-10-5_max,B-10-5_min,B-10-6_max,B-10-6_min,B-10-7_max,B-10-7_min,B-10-8_max,B-10-8_min,B-10-9_max,B-10-9_min,B-11-1_max,B-11-1_min,B-11-10_max,B-11-10_min,B-11-2_max,B-11-2_min,B-11-3_max,B-11-3_min,B-11-4_max,B-11-4_min,B-11-5_max,B-11-5_min,B-11-6_max,B-11-6_min,B-11-7_max,B-11-7_min,B-11-8_max,B-11-8_min,B-11-9_max,B-11-9_min,B-12-1_max,B-12-1_min,B-12-2_max,B-12-2_min,B-12-3_max,B-12-3_min,B-12-4_max,B-12-4_min,B-12-5_max,B-12-5_min,B-12-6_max,B-12-6_min,B-12-7_max,B-12-7_min,B-12-8_max,B-12-8_min,B-12-9_max,B-12-9_min,B-13-1_max,B-13-1_min,B-13-10_max,B-13-10_min,B-13-2_max,B-13-2_min,B-13-3_max,B-13-3_min,B-13-4_max,B-13-4_min,B-13-5_max,B-13-5_min,B-13-6_max,B-13-6_min,B-13-7_max,B-13-7_min,B-13-8_max,B-13-8_min,B-13-9_max,B-13-9_min,B-14-1_max,B-14-1_min,B-14-2_max,B-14-2_min,B-14-3_max,B-14-3_min,B-14-4_max,B-14-4_min,B-14-5_max,B-14-5_min,B-14-6_max,B-14-6_min,B-14-7_max,B-14-7_min,B-14-8_max,B-14-8_min,B-14-9_max,B-14-9_min,B-15-1_max,B-15-1_min,B-15-10_max,B-15-10_min,B-15-2_max,B-15-2_min,B-15-3_max,B-15-3_min,B-15-4_max,B-15-4_min,B-15-5_max,B-15-5_min,B-15-6_max,B-15-6_min,B-15-7_max,B-15-7_min,B-15-8_max,B-15-8_min,B-15-9_max,B-15-9_min,B-16-1_max,B-16-1_min,B-16-2_max,B-16-2_min,B-16-3_max,B-16-3_min,B-16-4_max,B-16-4_min,B-16-5_max,B-16-5_min,B-16-6_max,B-16-6_min,B-16-7_max,B-16-7_min,B-16-8_max,B-16-8_min,B-16-9_max,B-16-9_min,B-17-1_max,B-17-1_min,B-17-10_max,B-17-10_min,B-17-2_max,B-17-2_min,B-17-3_max,B-17-3_min,B-17-4_max,B-17-4_min,B-17-5_max,B-17-5_min,B-17-6_max,B-17-6_min,B-17-7_max,B-17-7_min,B-17-8_max,B-17-8_min,B-17-9_max,B-17-9_min,B-18-1_max,B-18-1_min,B-18-2_max,B-18-2_min,B-18-3_max,B-18-3_min,B-18-4_max,B-18-4_min,B-18-5_max,B-18-5_min,B-18-6_max,B-18-6_min,B-18-7_max,B-18-7_min,B-18-8_max,B-18-8_min,B-18-9_max,B-18-9_min,B-19-1_max,B-19-1_min,B-19-10_max,B-19-10_min,B-19-2_max,B-19-2_min,B-19-3_max,B-19-3_min,B-19-4_max,B-19-4_min,B-19-5_max,B-19-5_min,B-19-6_max,B-19-6_min,B-19-7_max,B-19-7_min,B-19-8_max,B-19-8_min,B-19-9_max,B-19-9_min,B-2-1_max,B-2-1_min,B-2-2_max,B-2-2_min,B-2-3_max,B-2-3_min,B-2-4_max,B-2-4_min,B-2-5_max,B-2-5_min,B-2-6_max,B-2-6_min,B-2-7_max,B-2-7_min,B-2-8_max,B-2-8_min,B-2-9_max,B-2-9_min,B-20-1_max,B-20-1_min,B-20-2_max,B-20-2_min,B-20-3_max,B-20-3_min,B-20-4_max,B-20-4_min,B-20-5_max,B-20-5_min,B-20-6_max,B-20-6_min,B-20-7_max,B-20-7_min,B-20-8_max,B-20-8_min,B-20-9_max,B-20-9_min,B-21-1_max,B-21-1_min,B-21-10_max,B-21-10_min,B-21-2_max,B-21-2_min,B-21-3_max,B-21-3_min,B-21-4_max,B-21-4_min,B-21-5_max,B-21-5_min,B-21-6_max,B-21-6_min,B-21-7_max,B-21-7_min,B-21-8_max,B-21-8_min,B-21-9_max,B-21-9_min,B-22-1_max,B-22-1_min,B-22-2_max,B-22-2_min,B-22-3_max,B-22-3_min,B-22-4_max,B-22-4_min,B-22-5_max,B-22-5_min,B-22-6_max,B-22-6_min,B-22-7_max,B-22-7_min,B-22-8_max,B-22-8_min,B-22-9_max,B-22-9_min,B-3-1_max,B-3-1_min,B-3-10_max,B-3-10_min,B-3-2_max,B-3-2_min,B-3-3_max,B-3-3_min,B-3-4_max,B-3-4_min,B-3-5_max,B-3-5_min,B-3-6_max,B-3-6_min,B-3-7_max,B-3-7_min,B-3-8_max,B-3-8_min,B-3-9_max,B-3-9_min,B-4-1_max,B-4-1_min,B-4-2_max,B-4-2_min,B-4-3_max,B-4-3_min,B-4-4_max,B-4-4_min,B-4-5_max,B-4-5_min,B-4-6_max,B-4-6_min,B-4-7_max,B-4-7_min,B-4-8_max,B-4-8_min,B-4-9_max,B-4-9_min,B-5-1_max,B-5-1_min,B-5-10_max,B-5-10_min,B-5-2_max,B-5-2_min,B-5-3_max,B-5-3_min,B-5-4_max,B-5-4_min,B-5-5_max,B-5-5_min,B-5-6_max,B-5-6_min,B-5-7_max,B-5-7_min,B-5-8_max,B-5-8_min,B-5-9_max,B-5-9_min,B-6-1_max,B-6-1_min,B-6-2_max,B-6-2_min,B-6-3_max,B-6-3_min,B-6-4_max,B-6-4_min,B-6-5_max,B-6-5_min,B-6-6_max,B-6-6_min,B-6-7_max,B-6-7_min,B-6-8_max,B-6-8_min,B-6-9_max,B-6-9_min,B-7-1_max,B-7-1_min,B-7-10_max,B-7-10_min,B-7-2_max,B-7-2_min,B-7-3_max,B-7-3_min,B-7-4_max,B-7-4_min,B-7-5_max,B-7-5_min,B-7-6_max,B-7-6_min,B-7-7_max,B-7-7_min,B-7-8_max,B-7-8_min,B-7-9_max,B-7-9_min,B-8-1_max,B-8-1_min,B-8-2_max,B-8-2_min,B-8-3_max,B-8-3_min,B-8-4_max,B-8-4_min,B-8-5_max,B-8-5_min,B-8-6_max,B-8-6_min,B-8-7_max,B-8-7_min,B-8-8_max,B-8-8_min,B-8-9_max,B-8-9_min,B-9-1_max,B-9-1_min,B-9-10_max,B-9-10_min,B-9-2_max,B-9-2_min,B-9-3_max,B-9-3_min,B-9-4_max,B-9-4_min,B-9-5_max,B-9-5_min,B-9-6_max,B-9-6_min,B-9-7_max,B-9-7_min,B-9-8_max,B-9-8_min,B-9-9_max,B-9-9_min
0.0,1816.5775,-4590.8105,1854.238,-5168.5864,1748.8778,-6314.9404,2168.924,-5474.498,2160.6287,-5398.0024,2350.9985,-7369.68,3904.5144,-5205.519,2252.729,-4651.017,2645.8062,-6138.37,2064.3862,-4732.6094,1184.4421,-5375.2734,1368.2416,-5755.7646,1207.3226,-4974.367,954.0195,-5273.0093,912.6833,-5026.663,1047.6296,-5281.242,995.9042,-6037.5244,723.72705,-5633.041,896.0336,-5170.577,1737.9807,-4958.504,1782.5154,-5139.994,1002.94775,-5067.5547,1199.2709,-6564.8223,1011.63416,-6263.099,860.674,-5247.8076,1063.5178,-4951.162,1270.5597,-5705.5894,708.7118,-5165.5366,1089.4952,-5754.218,1543.8259,-5643.2812,1157.4636,-5338.912,2036.1493,-5299.475,1333.1572,-4820.01,1362.9205,-5783.6245,2058.038,-5314.405,1512.0336,-5484.473,964.959,-6222.4873,1324.0902,-5514.3394,2182.857,-6336.2935,1723.4108,-6146.07,1369.2555,-6703.382,1691.5006,-5746.4805,1259.0901,-5475.2686,970.1077,-5560.8516,1133.6499,-5177.4585,1062.7755,-5723.277,1090.9067,-5537.996,1730.1934,-5339.9097,1543.6727,-6358.143,1717.9965,-6261.972,802.4087,-6138.2993,1145.7908,-5295.771,815.75464,-5441.1167,1052.6981,-5798.253,1085.7981,-6878.0513,1047.9646,-5709.4497,1553.8197,-6570.3066,1206.3619,-6075.784,998.96936,-5514.1147,1041.0063,-5793.437,1042.224,-5108.282,727.5579,-6347.3525,1018.83984,-5176.8203,879.6901,-5921.917,907.7097,-5598.4805,946.8978,-5563.0225,1277.764,-6815.871,1032.2086,-5350.5005,875.7784,-6053.8594,898.11646,-6796.323,1046.8871,-7000.1167,1025.5177,-6236.9883,876.15686,-4800.9526,742.483,-6968.766,1207.1301,-6337.8003,1614.7578,-6378.693,1462.0457,-5487.0757,1688.0436,-5902.2236,1547.2599,-5163.6494,1356.3713,-5139.4507,897.128,-5132.357,1331.566,-4808.442,828.5289,-5099.7573,1009.35974,-5309.788,622.64825,-5145.8706,1182.9194,-5644.5903,1243.2719,-5902.7305,1594.2931,-5603.224,772.1466,-5157.0464,793.4221,-5191.2,898.47675,-5803.0024,599.44,-6407.5317,903.5808,-4722.627,1117.7223,-5227.021,1071.848,-5432.572,1657.973,-5910.276,1568.1584,-5469.868,1474.1117,-6205.5366,939.9495,-5128.152,889.7504,-5066.596,1056.4684,-5636.836,1385.6083,-5193.509,864.3788,-5001.3345,843.6268,-5427.6885,1451.7676,-5359.8745,1543.4026,-5678.6675,1385.5057,-5687.6357,2584.5195,-5697.192,2680.4426,-6307.8604,2409.7942,-5499.5986,2438.3801,-4979.88,2184.3284,-5951.374,2836.7441,-5510.6094,1465.8856,-5729.2163,1222.3344,-4998.2515,1383.785,-5466.567,1395.1469,-5058.3286,852.258,-4560.242,1218.6599,-4784.2217,883.9262,-4707.1836,1155.0046,-5397.5615,1094.9343,-5697.426,1475.6736,-5334.6523,1868.4708,-5457.042,1298.6129,-5259.4976,1641.8491,-4889.7783,1157.9891,-5222.6255,1247.6034,-5649.4395,1344.7745,-5143.7026,1208.91,-5780.087,1320.1019,-4888.502,1685.6167,-5287.0317,1189.3678,-6038.7573,1661.5997,-9257.17,2692.1223,-8320.8125,1900.3197,-9153.182,3238.992,-7571.515,2208.9885,-10154.681,2389.542,-8568.422,7020.9194,-11888.27,2783.8352,-7815.0874,2510.8823,-9384.317,1936.6017,-5294.083,1304.6357,-5175.151,1216.0946,-6337.1313,1214.4136,-6555.9863,1565.6478,-5574.3496,1189.3821,-5570.674,1682.0719,-5511.182,1150.8154,-5424.467,1678.0759,-5859.498,1208.3812,-6268.976,1274.639,-6186.4526,1144.2947,-5966.7476,1287.4889,-6207.909,1060.6368,-6298.765,1256.3917,-5855.5703,854.94507,-5707.4766,879.6632,-5585.0073,1181.8691,-5502.147,1734.3259,-6457.114,1433.5956,-4815.63,1482.0886,-4834.887,1181.411,-6017.3203,1138.0776,-5795.164,1378.3717,-5495.5137,1035.9196,-5176.044,1122.8077,-5816.2974,1118.3458,-5945.611,1071.6991,-5090.9585,1241.231,-5915.987,1551.4473,-5617.0127,1144.246,-5232.9043,777.90826,-5883.9785,996.273,-5462.771,871.5558,-4977.8584,1324.227,-5831.9873,1204.4287,-4972.5693,1606.7662,-5336.346,1572.4226,-5302.153,2318.1482,-5734.71,1630.4724,-5326.9497,1434.5771,-5564.6904,2015.9657,-5569.25,913.1234,-6040.5015,855.14294,-6756.2275,1308.9862,-6077.083,1330.0204,-5999.6094,1980.8848,-5743.3643,1385.6367,-5340.492,1125.4489,-5258.2285,2025.6975,-4912.5635,1388.3093,-5263.7363,1064.6772,-5668.1724,785.8498,-5465.6865,1177.1725,-5720.5996,1572.3419,-5635.466,1015.2296,-4883.5347,902.22064,-5549.666,1813.4412,-6059.021,1323.4751,-5972.6167,1515.6815,-6012.2495,1673.5399,-6411.4546,1503.0164,-5340.367,901.01514,-6168.2417,1237.3789,-6649.843,1523.9812,-5813.402,1359.9155,-6303.009,1255.8423,-5786.554
0.01,2652.4597,-4324.285,1865.9663,-4623.5933,1951.9531,-4646.5723,2084.8567,-5086.5664,1913.2855,-4755.253,2256.87,-5919.91,3203.139,-5957.5176,1439.6465,-4872.433,1706.2476,-5995.2407,1684.2783,-5047.2573,1232.5979,-8574.983,1277.0726,-7839.0293,1020.788,-9402.915,593.95056,-8402.304,741.88074,-8746.357,756.7496,-10907.769,954.2814,-9019.614,883.027,-8179.653,1796.9921,-8890.108,1588.6432,-11739.965,3068.254,-10371.606,810.2496,-11453.311,3776.357,-10431.719,1535.6664,-13596.748,871.20245,-10168.548,2446.2546,-13767.474,1229.7638,-12825.495,1077.5817,-11187.146,1541.3771,-11088.47,4596.596,-8497.94,4068.9297,-7653.2734,2226.522,-10750.689,3153.672,-8213.176,2669.5635,-9281.982,2375.5378,-10216.15,2214.0803,-8772.489,1955.8741,-9692.248,2275.7117,-8367.779,2794.6494,-4305.183,3705.827,-3735.703,3161.138,-3904.1685,3593.4973,-3970.3423,3383.9434,-4009.4626,3946.8704,-4054.2507,3163.6724,-3971.257,2812.377,-3877.2935,3210.4731,-3947.4512,2737.0188,-3618.325,2186.9849,-5418.1694,2422.8965,-6084.8237,2207.7712,-6375.572,1985.2263,-5534.988,2003.7545,-5622.41,2072.3645,-5490.6167,1689.3462,-6174.5166,2022.5894,-5173.501,1928.5159,-5902.2964,1103.0211,-5614.4497,1395.7382,-5767.496,1314.8499,-5842.1924,976.5907,-5837.666,956.41614,-6483.226,1164.5059,-5172.9233,1250.6416,-5619.97,1354.5244,-5522.543,1059.1138,-5037.3853,1735.0619,-5676.7793,1689.3499,-4672.1406,1039.9613,-4888.4937,805.2995,-6318.428,1262.9497,-6563.731,1248.4708,-5587.449,751.23755,-5332.697,856.78656,-6751.434,1250.8379,-6388.2974,1816.2102,-5482.25,1715.7168,-4821.911,1455.5455,-4880.7886,1374.3495,-5112.258,1039.6366,-5144.9785,995.80225,-5949.8896,1145.2539,-4640.8545,1241.3708,-5442.204,1069.7373,-5559.7754,1248.8303,-5356.2036,1275.2758,-5261.0356,1281.3483,-5601.264,1339.8492,-5107.1846,705.1561,-5759.854,904.50824,-4723.9746,823.4052,-5589.178,788.0714,-6502.3975,965.1648,-4549.0645,754.1855,-5068.054,1352.3691,-5895.6694,1454.8248,-5004.1494,1303.9685,-5234.197,1433.8256,-5861.3477,1098.7571,-5349.5166,1027.1396,-5632.914,1030.1621,-5222.3555,896.1744,-5136.4062,1084.5867,-5146.7305,1427.6238,-5303.044,1011.3573,-6216.563,1281.9619,-5912.262,1588.1145,-6476.5815,2091.1514,-5051.908,2440.8503,-6382.7266,2257.1604,-5474.999,2713.3694,-6829.604,1865.4028,-5981.7144,2455.6042,-5802.217,1652.3832,-5876.8433,1154.5369,-5224.106,1445.7756,-5413.975,1320.4447,-5366.0337,1330.069,-4878.951,1078.3291,-5004.624,1017.18427,-5428.064,1072.9838,-5295.763,2045.0159,-5227.2354,1235.4073,-4916.4927,1528.9705,-5514.6177,1579.6122,-5285.447,1295.9982,-4606.3584,1121.535,-5325.7725,1001.45197,-5807.513,1058.443,-5387.276,1212.617,-5300.226,1685.3988,-4987.4185,1601.6957,-4812.4736,1365.7184,-5366.193,1646.5918,-10573.864,2673.9343,-10065.66,2289.4001,-8025.929,1945.4828,-7699.8164,2515.1108,-7866.6035,3051.6262,-9155.1,3813.0037,-10863.373,2401.236,-9257.401,3430.6707,-7732.4883,1185.3837,-5381.7466,1473.9618,-5166.6035,1083.0475,-6040.7114,1975.7026,-6251.4565,1018.40704,-6037.445,1047.0134,-5485.3027,1201.7567,-5739.0913,1529.2312,-5209.676,1466.2819,-6691.841,1646.0846,-6321.3135,1357.784,-6406.675,1156.725,-6226.882,948.3029,-5884.831,1022.5234,-6278.581,1082.1742,-5584.9897,991.7293,-5884.404,822.6664,-5525.3374,1179.6664,-5854.5806,1620.0333,-5836.097,1406.0111,-4882.992,1659.415,-5509.559,1153.8755,-6217.2827,1625.4828,-5544.2705,813.7919,-5732.4985,1060.5698,-5220.203,1192.9329,-5557.7256,1335.1168,-5023.556,1024.3218,-5630.041,1086.1792,-5040.566,1569.6545,-5380.437,1865.8815,-5067.962,1377.8162,-5100.953,1037.1964,-5293.3003,993.6911,-5165.549,1311.5045,-5411.833,1721.6362,-4840.2974,1638.8043,-5016.667,2399.0168,-6414.211,2495.474,-4831.566,2673.9236,-5142.6196,1770.3365,-4756.6636,2199.841,-5148.292,1221.875,-5092.264,1209.2566,-6449.2915,1716.0173,-5264.6787,1903.0991,-4501.628,2020.9025,-5749.254,2843.12,-4914.893,2015.5355,-3565.7336,2862.9746,-4053.361,2427.909,-5121.2295,1835.6614,-3481.007,1657.5829,-3796.8086,2368.2063,-3590.5332,2561.271,-3603.6682,1746.1206,-4304.5576,2126.5725,-3874.9106,3658.8918,-6073.7944,3070.893,-5824.534,3002.4233,-5528.37,4248.937,-6476.0874,2966.735,-5302.352,2691.103,-4377.146,2756.2266,-4954.869,3892.4316,-6445.486,2864.262,-5562.821,2916.107,-5498.835
0.02,1238.1244,-4548.3403,2331.1182,-4725.3037,2090.9106,-5100.949,2572.7688,-5722.6074,2252.188,-4470.492,2243.7122,-5022.0015,2436.559,-5104.383,1689.1205,-6252.981,1647.5374,-5520.824,1880.6825,-6320.2246,1861.7041,-13753.619,1141.7145,-13339.084,1868.3291,-17577.81,1443.9445,-12516.504,1845.1326,-13590.574,2965.95,-14149.742,1228.4773,-12512.612,1821.8041,-13389.8955,4393.3467,-12824.481,4144.8804,-18650.492,4840.8936,-19163.926,4516.448,-20143.78,5685.9565,-18244.787,5415.27,-19099.064,3091.9973,-19481.89,3298.8435,-18928.23,4623.379,-18301.256,983.87415,-20283.582,3679.1096,-20106.318,5208.4253,-12921.41,4635.3506,-14569.93,5453.8247,-13572.541,2916.1978,-12868.941,3623.5989,-12639.563,3802.173,-13368.486,2508.9304,-14175.981,2361.9822,-15108.992,4185.3022,-12235.894,5159.593,-4773.4062,5071.244,-4573.69,4868.3486,-4643.7036,5212.539,-4380.097,4499.2974,-4519.253,5435.2847,-4067.1997,5166.269,-4294.294,4631.556,-4501.573,4649.852,-4837.2217,4820.479,-5412.5083,3823.6777,-8613.389,3317.3486,-8050.3296,4075.3684,-7873.8926,4360.7085,-8162.4546,3145.1794,-8089.615,3581.2764,-7954.9155,3669.4023,-7823.52,3773.9583,-8026.598,3349.6362,-7943.778,2112.0,-9439.616,2161.1953,-8263.94,1850.1815,-8076.111,2056.725,-8386.72,2132.4414,-9627.556,1624.0209,-8480.949,2328.5886,-9501.935,2160.9521,-9054.391,2784.8723,-8032.5156,2479.6711,-8498.177,1340.7097,-7577.502,946.70935,-7578.1924,1042.9353,-7555.888,1053.924,-7666.99,1121.0951,-7715.506,1216.3464,-7372.202,1623.4243,-7529.3306,1090.5391,-8290.81,1446.2042,-7532.274,1612.0236,-6037.338,1416.0026,-5267.7744,1215.3691,-5686.742,1005.0592,-6193.2456,1335.2313,-5745.434,1056.9883,-5631.0347,883.6438,-5693.093,902.49835,-6043.699,745.22815,-6126.133,1075.562,-5699.072,1283.044,-5583.292,1488.3933,-5125.784,1017.9016,-5580.09,870.9373,-4875.9556,894.25037,-5447.506,919.9088,-6788.656,1002.56726,-4672.8726,1485.5289,-5007.448,1298.7806,-5573.0034,1407.2336,-4749.9272,1534.2634,-5309.7803,1627.1547,-5556.345,1115.5096,-5339.3745,914.6905,-5182.8975,678.03314,-4810.1865,710.429,-5524.1807,1271.79,-4880.0557,833.9235,-5545.954,1046.9552,-5685.6094,1381.5146,-5665.704,1073.6257,-6799.21,1851.1117,-6059.965,1496.1433,-5924.7114,1775.2407,-5625.5063,1562.1316,-6368.6436,1692.6478,-5698.2085,1390.0706,-5182.897,2133.1938,-5570.954,1314.26,-5249.573,1102.9794,-5354.2036,1104.7528,-5418.5415,1090.9084,-5238.881,1366.8142,-4332.132,1082.1051,-5194.7764,1498.44,-5274.17,1080.5461,-5436.537,1197.4164,-5034.241,2307.1108,-5821.9688,1802.5508,-5447.1255,1130.8074,-5174.0547,1396.4071,-5426.6333,1283.1788,-4966.012,1595.9357,-4780.0737,1136.941,-6046.2344,1919.7871,-5248.731,1557.1897,-5318.673,1178.6448,-5455.505,3283.9653,-9229.6045,3597.3328,-8357.249,3128.7449,-7077.7573,2814.8223,-7793.245,2807.1887,-9809.922,3482.1616,-8402.637,5484.0034,-10185.226,3617.2563,-8617.335,2369.139,-10193.1,1653.1252,-5197.439,1860.9028,-5253.4956,998.05835,-6166.995,1327.3329,-6330.5947,1749.8698,-5753.5947,1320.6553,-6070.6426,1392.8668,-5923.7773,1180.8741,-5927.889,1509.3639,-6493.834,1093.5479,-5738.2,1502.1161,-5933.876,1160.7926,-6382.1816,922.2266,-5892.393,1086.7173,-6108.973,1012.19324,-5833.713,1481.4176,-5554.5933,1074.161,-5225.828,1216.5065,-6569.2886,1436.7836,-5794.9,1217.4633,-4544.3726,1929.1837,-5683.603,1247.1448,-5240.5527,1225.5161,-5615.966,1099.5663,-4975.3984,1501.7532,-5126.6025,1225.0819,-4758.013,1685.7585,-4973.2217,1149.9885,-5615.646,2426.0957,-5271.518,2212.686,-6831.7183,3192.2556,-5736.4907,2921.754,-5562.61,2799.7415,-5254.324,2780.447,-4631.3853,2030.343,-5027.3975,2576.4365,-5730.6665,2828.1128,-6638.8735,2915.9338,-6473.835,2525.3262,-5073.102,3186.4897,-4055.8325,2456.049,-4863.4966,2975.0017,-3524.2278,3044.6377,-3781.527,2990.2634,-5238.743,3133.865,-3662.8682,4927.4795,-3464.9854,3122.1812,-3600.0305,2822.22,-3885.4434,3609.4233,-4842.1826,4148.0815,-5981.5767,2987.663,-5893.045,3268.3394,-5551.3643,3336.1438,-6474.206,4158.6284,-5906.537,3035.6506,-5631.3887,3781.9565,-5572.9355,3513.198,-5568.908,5013.577,-11045.473,4829.2617,-11827.077,5417.7397,-11274.443,5253.718,-12162.694,6347.312,-12289.073,5114.3286,-12751.441,5206.003,-11879.005,5411.287,-11895.683,5045.2686,-11907.218,5015.6226,-12514.286
0.03,1317.2028,-4230.386,1795.3707,-5047.6025,1712.4573,-4564.8145,3170.4797,-6322.753,2257.2263,-5709.332,1753.5068,-5130.1265,2246.2322,-5074.1167,1984.6823,-5254.3525,1781.2904,-4541.066,2028.2865,-5207.1704,12820.28,-31626.389,9022.27,-30480.807,11749.6455,-31644.775,10187.147,-31631.93,10405.456,-30046.436,10802.192,-32605.63,9964.73,-30806.367,9885.002,-31426.56,10273.502,-31782.443,10668.059,-25577.844,7060.565,-29954.537,5267.227,-27870.785,7550.065,-33264.9,5967.9087,-28409.03,4837.218,-30980.266,10607.965,-31729.58,4411.4624,-29358.34,5373.109,-26061.047,7935.6826,-28267.086,5538.2534,-16612.021,5045.4946,-17328.627,7746.269,-20018.865,8511.172,-18198.682,4256.4688,-20771.855,5083.702,-17870.924,5175.6123,-17171.2,5032.3164,-16682.582,7687.194,-21283.898,6801.942,-5356.2397,6746.1187,-5700.418,6322.046,-5917.023,6643.7715,-5966.2666,6854.454,-6215.238,6481.1904,-5483.8384,6304.4346,-6210.352,6416.766,-6712.227,6295.492,-6021.306,7226.5693,-5840.343,4967.9546,-18497.355,4912.374,-16227.496,4870.3843,-16065.17,5200.1855,-17541.34,4728.116,-16224.029,4862.5586,-16297.313,5520.745,-16384.871,4824.781,-16048.48,4533.845,-19420.404,3019.1204,-19294.178,2529.0034,-18092.783,3104.7917,-17720.975,3003.4888,-18520.139,2520.1238,-18260.324,2997.4722,-18854.32,3820.4797,-18646.877,3339.198,-18179.588,3529.1313,-17186.799,2972.5122,-17430.465,2501.978,-12890.4375,2464.891,-11474.94,1933.2054,-12705.778,1571.7848,-11578.029,1906.7699,-13132.433,2151.3809,-12179.833,1781.6643,-12509.901,1454.4528,-12043.328,1541.0951,-12504.304,1669.5709,-10943.292,1545.2548,-11917.837,1754.6686,-10803.564,1546.2042,-11375.151,1853.5986,-11395.636,1549.914,-12263.697,1406.0127,-11586.614,1532.5966,-11657.778,1233.7831,-11063.009,1092.9875,-10616.999,1945.6117,-7157.313,1575.1466,-8177.8916,1189.9683,-7666.8887,1429.8324,-8150.5347,1458.6494,-8859.735,1440.4348,-9081.034,1257.6442,-8432.193,1383.176,-7725.189,1226.8638,-8272.92,1225.7073,-5693.2754,978.14386,-5328.177,1421.5613,-6629.716,1376.0692,-5705.965,1270.1292,-6093.432,621.4435,-5320.7944,853.5857,-5786.5293,1081.5469,-6485.115,916.37683,-6185.842,967.0351,-5684.85,1138.411,-5899.623,1790.2738,-6171.941,1624.6547,-5779.576,2012.5616,-5685.5293,1996.6476,-5427.1387,1780.9305,-5090.868,1986.0975,-6819.2485,2437.0679,-6174.235,1558.5558,-5663.398,1099.547,-5399.615,1040.2703,-5082.0415,1437.0046,-5665.761,1353.2583,-5201.5073,1503.291,-5298.689,980.2662,-5394.839,1996.5896,-4945.873,1382.6626,-5167.9434,1223.4952,-5294.4087,1918.3253,-5601.0093,1375.7084,-5548.995,874.96484,-5094.1343,1081.911,-5011.4424,1327.8768,-5165.6133,1306.6093,-5556.783,1324.53,-5544.3643,1634.6252,-5023.74,1132.0049,-5588.8076,1197.5303,-5212.0605,2465.1494,-8846.368,2093.6873,-8843.222,2683.3513,-9779.621,3183.7239,-8179.475,1672.5503,-7654.513,2461.6462,-9169.416,5586.0386,-10500.493,1951.5162,-8483.326,3074.2434,-8729.792,1183.4142,-6032.9043,931.22296,-4729.1787,1172.5386,-6266.6035,1096.731,-6058.4067,1482.7882,-6281.9277,1267.5151,-6191.7705,1262.0444,-6210.8784,1363.6222,-5673.6465,1831.4725,-6205.783,1260.9948,-5516.0347,1666.498,-5314.1685,1469.1244,-8494.328,1177.8881,-5558.1006,1209.3953,-6203.166,1538.938,-6210.0728,1066.7521,-6157.235,1487.1522,-5603.6094,2029.642,-5881.7544,2519.184,-6967.514,3830.1738,-6880.5835,2930.528,-5773.8594,2752.297,-7444.7334,3303.4968,-7026.72,3284.1487,-7796.7925,3341.3784,-8072.2256,3503.3489,-6913.994,3740.7766,-6094.7646,3299.228,-6585.5625,3198.2778,-5741.058,2748.0955,-4075.1404,2676.4102,-4177.844,2737.5427,-4603.292,2740.1616,-5401.514,2584.6206,-5061.6895,3640.1406,-5149.057,2424.3228,-5065.439,3002.962,-3876.355,3353.8867,-4561.2812,4341.1836,-10090.116,5082.0327,-9841.354,5112.229,-10328.671,5429.3145,-9512.328,5232.3027,-9888.947,4997.1465,-10318.396,6209.095,-9770.951,5391.873,-9807.95,4966.4287,-9592.927,5487.206,-9929.203,5309.771,-20378.717,5131.2993,-17380.926,4664.222,-17587.533,4516.3066,-17934.172,4606.176,-18371.758,4782.7534,-18233.438,5325.9233,-17350.426,5378.8086,-17713.393,5716.9355,-21311.018,12609.467,-23601.66,11794.446,-24569.531,12489.279,-24334.19,12348.317,-25454.137,11862.882,-25570.719,12613.364,-25674.994,12463.41,-25258.402,12103.839,-25703.42,12309.639,-24543.111,13067.644,-25170.373
