Time,B-1-1,B-1-10,B-1-2,B-1-3,B-1-4,B-1-5,B-1-6,B-1-7,B-1-8,B-1-9,B-10-1,B-10-2,B-10-3,B-10-4,B-10-5,B-10-6,B-10-7,B-10-8,B-10-9,B-11-1,B-11-10,B-11-2,B-11-3,B-11-4,B-11-5,B-11-6,B-11-7,B-11-8,B-11-9,B-12-1,B-12-2,B-12-3,B-12-4,B-12-5,B-12-6,B-12-7,B-12-8,B-12-9,B-13-1,B-13-10,B-13-2,B-13-3,B-13-4,B-13-5,B-13-6,B-13-7,B-13-8,B-13-9,B-14-1,B-14-2,B-14-3,B-14-4,B-14-5,B-14-6,B-14-7,B-14-8,B-14-9,B-15-1,B-15-10,B-15-2,B-15-3,B-15-4,B-15-5,B-15-6,B-15-7,B-15-8,B-15-9,B-16-1,B-16-2,B-16-3,B-16-4,B-16-5,B-16-6,B-16-7,B-16-8,B-16-9,B-17-1,B-17-10,B-17-2,B-17-3,B-17-4,B-17-5,B-17-6,B-17-7,B-17-8,B-17-9,B-18-1,B-18-2,B-18-3,B-18-4,B-18-5,B-18-6,B-18-7,B-18-8,B-18-9,B-19-1,B-19-10,B-19-2,B-19-3,B-19-4,B-19-5,B-19-6,B-19-7,B-19-8,B-19-9,B-2-1,B-2-2,B-2-3,B-2-4,B-2-5,B-2-6,B-2-7,B-2-8,B-2-9,B-20-1,B-20-2,B-20-3,B-20-4,B-20-5,B-20-6,B-20-7,B-20-8,B-20-9,B-21-1,B-21-10,B-21-2,B-21-3,B-21-4,B-21-5,B-21-6,B-21-7,B-21-8,B-21-9,B-22-1,B-22-2,B-22-3,B-22-4,B-22-5,B-22-6,B-22-7,B-22-8,B-22-9,B-3-1,B-3-10,B-3-2,B-3-3,B-3-4,B-3-5,B-3-6,B-3-7,B-3-8,B-3-9,B-4-1,B-4-2,B-4-3,B-4-4,B-4-5,B-4-6,B-4-7,B-4-8,B-4-9,B-5-1,B-5-10,B-5-2,B-5-3,B-5-4,B-5-5,B-5-6,B-5-7,B-5-8,B-5-9,B-6-1,B-6-2,B-6-3,B-6-4,B-6-5,B-6-6,B-6-7,B-6-8,B-6-9,B-7-1,B-7-10,B-7-2,B-7-3,B-7-4,B-7-5,B-7-6,B-7-7,B-7-8,B-7-9,B-8-1,B-8-2,B-8-3,B-8-4,B-8-5,B-8-6,B-8-7,B-8-8,B-8-9,B-9-1,B-9-10,B-9-2,B-9-3,B-9-4,B-9-5,B-9-6,B-9-7,B-9-8,B-9-9 
3.56,-57066.047,-35322.97,-35939.543,-53513.793,-59160.52,-52814.863,-47365.305,-41420.83,-42827.742,-53548.758,-67946.695,-69333.516,-64584.227,-57827.094,-57118.688,-61125.336,-69051.94,-66803.41,-102275.76,-61142.13,-102794.3,-66226.24,-57513.355,-55591.332,-54875.63,-54873.332,-61573.55,-65674.04,-79108.82,-62777.516,-60479.61,-60585.48,-56726.016,-57325.848,-60272.867,-63569.77,-68568.76,-122016.8,-83169.15,-96100.164,-73442.92,-64338.36,-66449.81,-60222.277,-59668.215,-59404.31,-67009.58,-83754.18,-85790.41,-69775.87,-71728.195,-70066.33,-70945.59,-63600.508,-70867.6,-71972.99,-98705.64,-120032.984,-112439.48,-89786.39,-80471.59,-80513.79,-72884.73,-81294.266,-75567.2,-79336.95,-92047.086,-103924.85,-102617.19,-85993.52,-94589.664,-87658.27,-90210.24,-91885.21,-82244.164,-119208.375,-116116.19,-109018.234,-128141.0,-114475.45,-126793.96,-88268.1,-92851.7,-93017.08,-97768.89,-113439.05,-122915.4,-119882.65,-98350.63,-116249.49,-105992.79,-97786.67,-94660.57,-92754.25,-125492.05,-129735.44,-121856.08,-117611.43,-123502.34,-108907.01,-103052.02,-97350.22,-112741.14,-100675.15,-108200.48,-54182.105,-49583.656,-52400.156,-64465.293,-49346.094,-67166.71,-58736.734,-53143.316,-40415.438,-166651.88,-135499.5,-156602.56,-147697.12,-146706.05,-115449.03,-127546.36,-122940.15,-151662.28,-141712.84,-161942.94,-159700.83,-131397.36,-153512.5,-132889.23,-135519.19,-157629.42,-149043.05,-131184.98,-353802.62,-284983.44,-270601.56,-293959.3,-239262.86,-314196.7,-227188.83,-230069.9,-365295.2,-56110.125,-61210.742,-46021.31,-55350.707,-55460.785,-46503.582,-32822.195,-46271.08,-47841.598,-59201.41,-39741.95,-47274.91,-42607.117,-45953.508,-40421.95,-36802.906,-35865.297,-43713.76,-52125.293,-43218.145,-41265.934,-50365.25,-50462.83,-48221.234,-47993.1,-51012.098,-47939.855,-51772.426,-62352.86,-61712.656,-70644.94,-50155.195,-43857.418,-47855.332,-38742.004,-43046.04,-52013.887,-67212.484,-63761.516,-52262.426,-66210.8,-53434.58,-53952.74,-47287.53,-59804.152,-66371.88,-58582.15,-57725.965,-60573.367,-46892.633,-44279.16,-50606.543,-52070.246,-56029.766,-56281.438,-60409.45,-89176.65,-61951.27,-125747.29,-51395.984,-54042.043,-50173.375,-48896.734,-42913.97,-48326.203,-51351.31,-91301.12
3.57,-35650.684,-45837.855,-38657.5,-53653.527,-47859.453,-54817.4,-43684.312,-51549.32,-49962.973,-36880.02,-61483.977,-60664.875,-56975.67,-57872.895,-57168.37,-59003.26,-72225.766,-64884.043,-105825.44,-60239.805,-102591.88,-57777.082,-56642.04,-60339.395,-59098.043,-55773.492,-62652.99,-64291.566,-79277.945,-65257.96,-66516.11,-67086.805,-59356.867,-61551.492,-58733.547,-58672.4,-65597.04,-116270.32,-78793.805,-93838.25,-72124.79,-67045.484,-74265.76,-67297.086,-69343.945,-65035.445,-72566.01,-85393.47,-86330.63,-81361.67,-63514.184,-69690.0,-76300.086,-62551.082,-70353.664,-69238.69,-110523.695,-92794.266,-108747.766,-84677.97,-84023.02,-80453.59,-82382.96,-74059.49,-81172.76,-76753.82,-92308.13,-103853.14,-94454.4,-100703.87,-102339.43,-81476.17,-83211.35,-82530.69,-93687.99,-112130.86,-95303.28,-104978.195,-97915.66,-95116.13,-94517.37,-100518.74,-95527.39,-85073.85,-109322.484,-105959.445,-121621.695,-110810.02,-112653.805,-108559.77,-92373.016,-106985.27,-118732.49,-93585.97,-122559.58,-136892.27,-140379.12,-102038.445,-124696.79,-107494.016,-122060.586,-102403.016,-99774.48,-96561.266,-125642.37,-53788.516,-45269.42,-63596.074,-69785.35,-46047.844,-52520.285,-45015.438,-93488.7,-40767.254,-147735.03,-111944.8,-128370.99,-130741.61,-155106.36,-122253.555,-136634.5,-138556.33,-183584.03,-174298.86,-192535.08,-170726.92,-147355.47,-144679.08,-136009.6,-129371.05,-120189.35,-139130.2,-149032.98,-270545.53,-256096.1,-250942.72,-320470.8,-207777.98,-222741.03,-217038.92,-235598.61,-440082.75,-121551.06,-56468.234,-41916.79,-39018.668,-57675.86,-41127.625,-50983.46,-35108.18,-41171.504,-41847.918,-52524.27,-41584.047,-43825.42,-41970.348,-44929.15,-45490.273,-33459.31,-46484.254,-45908.84,-52131.508,-42404.562,-63219.87,-46620.53,-42279.477,-40594.535,-63723.617,-48457.945,-44249.81,-49156.94,-57278.312,-62806.918,-61918.445,-49222.824,-49201.914,-57220.84,-47417.414,-62912.176,-52351.98,-49412.543,-64006.094,-53639.47,-49742.598,-59032.06,-60140.74,-53488.785,-58084.645,-52626.76,-67672.11,-56224.664,-66712.375,-60883.355,-63064.43,-52062.95,-49371.855,-48998.7,-60690.56,-92642.37,-60638.574,-117872.266,-59393.668,-54147.824,-49951.82,-48246.117,-50751.938,-55540.87,-48457.54,-90669.5
3.58,-47216.383,-41909.32,-40522.992,-76249.9,-55827.19,-58238.85,-54784.527,-50060.3,-60702.383,-32619.553,-60950.953,-63778.734,-60225.844,-60475.617,-58117.062,-63604.848,-66163.3,-71183.98,-108079.44,-66934.15,-102516.29,-57055.27,-57720.07,-63280.23,-59830.832,-59979.617,-71356.58,-68591.97,-78322.67,-64009.457,-64560.438,-63401.45,-64958.707,-65689.81,-60779.617,-60581.652,-65503.387,-116452.75,-92084.73,-99499.555,-74527.25,-68579.82,-75016.29,-74682.25,-75631.664,-62111.086,-68088.164,-84312.55,-88889.64,-81029.82,-75178.08,-68485.45,-72713.18,-66580.95,-76355.82,-74151.25,-111394.54,-85777.34,-106101.24,-89024.02,-86604.0,-88021.984,-86950.46,-79809.89,-84766.52,-81566.15,-88323.836,-114975.16,-83414.13,-86586.72,-83545.59,-86159.23,-91087.12,-80276.57,-84704.76,-104770.51,-95798.18,-120115.62,-109708.43,-92183.91,-104987.664,-89138.73,-91823.65,-92566.71,-87668.74,-133170.55,-109409.62,-103363.766,-91712.31,-106468.32,-102242.625,-102523.77,-101170.25,-100450.31,-136088.5,-114434.555,-150884.48,-113131.78,-105791.66,-114955.375,-94139.27,-133084.3,-120840.164,-106029.77,-111970.016,-42187.78,-60295.14,-63625.91,-48557.445,-49428.36,-59033.95,-68521.914,-49516.465,-40050.555,-142529.56,-150745.06,-123424.79,-127971.414,-135720.62,-117192.6,-128906.51,-126754.14,-156028.92,-132598.69,-188698.56,-169004.97,-183986.55,-166192.02,-145484.83,-127940.11,-155555.9,-148808.88,-147217.14,-257389.8,-427181.22,-335918.25,-279899.72,-193508.92,-230233.2,-236692.86,-203690.92,-313514.47,-51110.89,-64573.797,-47262.203,-47308.54,-66359.9,-59986.2,-38433.637,-53744.355,-40494.598,-48520.945,-53559.152,-41882.023,-46103.492,-60356.945,-42200.92,-43719.95,-34495.203,-46384.37,-40018.18,-39996.926,-45881.02,-50110.258,-63028.746,-48019.15,-50722.805,-52910.72,-39261.266,-43799.957,-51764.92,-63775.242,-52918.145,-46740.48,-56994.78,-47254.98,-52186.297,-41432.043,-47245.086,-55156.664,-71202.01,-62923.727,-44666.24,-63811.285,-43490.906,-42540.72,-45702.11,-56504.504,-43268.38,-64245.25,-51421.094,-48536.363,-70652.52,-65292.066,-53899.08,-50046.977,-49789.32,-50884.05,-95691.99,-54583.008,-99989.49,-56378.88,-54780.77,-49186.266,-47844.195,-48135.89,-47298.68,-52180.215,-82754.43
3.59,-46148.836,-38198.19,-33580.535,-72095.45,-54256.7,-59200.215,-61598.23,-32025.264,-45524.06,-48677.98,-67968.516,-54637.305,-57615.63,-59543.66,-58721.44,-54364.84,-61524.297,-73078.28,-114706.836,-67011.13,-100296.71,-62682.727,-58439.316,-60091.984,-55003.348,-56524.543,-63842.27,-61270.74,-77343.55,-66070.055,-68793.164,-56154.523,-57251.18,-65744.56,-60783.133,-60445.727,-73775.21,-114799.266,-80732.32,-97273.69,-69678.52,-61402.527,-82059.09,-67446.23,-64494.54,-63372.324,-65042.816,-84948.53,-79886.695,-73729.08,-70567.77,-77225.21,-68458.69,-65050.977,-64985.47,-74712.17,-118148.04,-99794.77,-104295.125,-108997.95,-101256.9,-81853.58,-76242.39,-76473.87,-73156.43,-75919.03,-87578.17,-110089.375,-90513.93,-106729.234,-99049.305,-80058.305,-79287.21,-87747.03,-84571.22,-122530.23,-114423.28,-130826.766,-118297.51,-87341.99,-96240.78,-96241.6,-124771.42,-92385.59,-90483.68,-103890.516,-150075.8,-115885.91,-94764.984,-104533.47,-108557.58,-106996.43,-111937.836,-105498.16,-171199.5,-132354.6,-132559.3,-101998.04,-104957.71,-103091.06,-112848.94,-95217.41,-99860.47,-118336.984,-108366.945,-47691.94,-47755.816,-52366.418,-55698.36,-56417.65,-57297.82,-46058.535,-46061.625,-38294.043,-167640.56,-140210.44,-127380.914,-150955.88,-119053.89,-109921.23,-149151.34,-135042.34,-152531.72,-167016.33,-158044.69,-149770.25,-146768.75,-172412.94,-147196.45,-132409.17,-165176.67,-155696.28,-145028.3,-244294.84,-272918.6,-264052.44,-330426.44,-201765.27,-249294.2,-245305.64,-287263.9,-237854.45,-48183.707,-52331.93,-48240.566,-60706.746,-61496.91,-51751.57,-52571.348,-53001.664,-51900.582,-42228.48,-49051.746,-50550.01,-43466.867,-39932.184,-53439.242,-44832.234,-46373.918,-40341.047,-46358.188,-58961.01,-43636.68,-56878.406,-40765.332,-50450.977,-46203.69,-55095.293,-52973.484,-40355.0,-47321.074,-67272.91,-55930.504,-55075.848,-47212.3,-54892.19,-48694.12,-43405.92,-46462.508,-47410.0,-65127.88,-50406.773,-51436.9,-52528.734,-44099.062,-43665.043,-43242.824,-55861.176,-44511.633,-57219.0,-57366.742,-51115.844,-62968.266,-53579.934,-52756.668,-49191.625,-56952.684,-53463.19,-76737.8,-67879.07,-108274.234,-52411.746,-49525.41,-58862.188,-51547.754,-50407.61,-62882.484,-54985.387,-79557.41
3.6,-52555.55,-41653.867,-51374.566,-51553.66,-52135.254,-59631.97,-46751.48,-44582.31,-35221.33,-44300.75,-65323.945,-68160.805,-55910.246,-64159.586,-66265.875,-63275.156,-63206.94,-64320.46,-107405.64,-58446.223,-100064.9,-58571.1,-63051.75,-62300.81,-57710.7,-56745.78,-59598.74,-69032.79,-82622.34,-69205.53,-64811.258,-61692.055,-60006.39,-59039.56,-58457.203,-59968.516,-70099.234,-123364.05,-80824.29,-109497.48,-74728.85,-65458.53,-68847.67,-62205.88,-65115.465,-66300.42,-76939.88,-86950.18,-82500.45,-74391.72,-68862.555,-75948.83,-75794.086,-72874.52,-69145.305,-75937.32,-113236.89,-93244.664,-116104.484,-85110.35,-81345.42,-87799.99,-76009.42,-77619.89,-82017.7,-91606.27,-88083.234,-102223.79,-91118.305,-95178.03,-87300.34,-93558.8,-78548.88,-99953.53,-76805.67,-112834.82,-112142.695,-99996.75,-94100.67,-106697.32,-92083.62,-100063.01,-103617.234,-96746.26,-86463.6,-113352.07,-114411.55,-104327.15,-118920.13,-90569.695,-97499.37,-84512.36,-103219.27,-119459.88,-130882.01,-128167.15,-135038.92,-122850.64,-111989.33,-99462.54,-117164.86,-139879.38,-115411.94,-124083.734,-112583.39,-42171.09,-54776.953,-50340.96,-43283.832,-54328.18,-41686.836,-56575.96,-67464.85,-40547.242,-156627.81,-130934.05,-119904.14,-130445.84,-135661.2,-121510.19,-116925.96,-166386.14,-192213.16,-142883.0,-203891.94,-167938.0,-163192.14,-140714.27,-170868.19,-128769.76,-149379.88,-138572.88,-181089.81,-305714.16,-269918.34,-370424.6,-213279.33,-300382.7,-213447.05,-200268.11,-335478.0,-291550.22,-70401.28,-66953.51,-38898.918,-78559.12,-45388.816,-44001.246,-39904.61,-59306.027,-50347.246,-53872.13,-47475.74,-38506.445,-53554.473,-38750.58,-43553.16,-42364.34,-45210.305,-47140.418,-33609.34,-45625.55,-38824.38,-51276.45,-64185.61,-46266.926,-42598.08,-57538.35,-42664.484,-60075.9,-42867.59,-64263.8,-57614.348,-51726.266,-58237.043,-54811.83,-60909.973,-49256.54,-48998.105,-66410.48,-49000.727,-58405.727,-46343.24,-58142.074,-58913.1,-48872.23,-47772.65,-46524.883,-52166.195,-60167.37,-59316.46,-49013.457,-49732.74,-56183.12,-52691.914,-63109.21,-56324.5,-62058.098,-69514.26,-55484.7,-129406.15,-52009.336,-47601.86,-46025.508,-50832.074,-47180.395,-47661.56,-60674.926,-82303.97
3.61,-36847.04,-43531.523,-44826.566,-61107.164,-49374.273,-55989.12,-51718.234,-34829.566,-38537.03,-46187.496,-65723.95,-57935.97,-62101.152,-56684.78,-61202.688,-57894.57,-67584.57,-75937.375,-118102.56,-55740.34,-100918.664,-65230.84,-56485.977,-60868.277,-63151.645,-58364.69,-60348.816,-61993.465,-82228.99,-64994.918,-63949.426,-58648.453,-57466.59,-56871.07,-60062.164,-58395.64,-67795.21,-122307.38,-80454.945,-104263.28,-69801.91,-65096.383,-73766.74,-69777.03,-72815.74,-64281.31,-72768.24,-90994.11,-93540.375,-76823.95,-72258.3,-73446.68,-70901.77,-76240.875,-66648.414,-75324.086,-107676.25,-102038.875,-105118.836,-93274.81,-83711.62,-79929.07,-90349.68,-73322.7,-75117.36,-82195.38,-87573.516,-101476.63,-87787.94,-101294.53,-85311.43,-102996.41,-83341.62,-85155.43,-79643.8,-112305.4,-138704.73,-112686.66,-109815.414,-89023.24,-95374.04,-95207.53,-92842.39,-92651.54,-95493.97,-109021.61,-141207.81,-108755.93,-89996.49,-121110.98,-104967.016,-97177.6,-94019.43,-104476.945,-132013.06,-155520.16,-135716.52,-103509.375,-98881.234,-123460.87,-114628.29,-124486.52,-105990.984,-109695.875,-98448.695,-40922.84,-44073.406,-64629.26,-69593.25,-44163.84,-60261.45,-58663.168,-56589.824,-52129.996,-151748.39,-128320.75,-126313.5,-124602.77,-132281.86,-133335.55,-120470.81,-118332.31,-160722.77,-184426.73,-185497.75,-135284.62,-187252.77,-147437.75,-144059.9,-118838.15,-156494.53,-136421.03,-144226.53,-228885.81,-230662.7,-312252.12,-354574.0,-243558.22,-210091.75,-221935.2,-255891.17,-375689.78,-87085.61,-49043.12,-61313.305,-58325.438,-56268.344,-45331.625,-36405.88,-34957.473,-44756.875,-45087.234,-52524.902,-44112.36,-46833.055,-45399.863,-41581.582,-46999.55,-32839.8,-43578.598,-52602.46,-47229.684,-42663.5,-52208.164,-51427.324,-48008.902,-39639.277,-42711.246,-51542.8,-57532.383,-50138.188,-54524.62,-63732.715,-79971.02,-55284.125,-60860.984,-58354.99,-47682.023,-61486.99,-59094.35,-57240.27,-68979.2,-56457.492,-60315.055,-53090.832,-46695.29,-51033.094,-59963.863,-61311.094,-59501.574,-55119.574,-52668.457,-49979.785,-58163.145,-59368.63,-49730.773,-57543.035,-56639.996,-79321.664,-62055.992,-111616.55,-67746.8,-53872.81,-52898.71,-46690.984,-45139.625,-52261.523,-49862.637,-89604.28
3.62,-59075.215,-40206.11,-36117.66,-61319.863,-54800.09,-50157.492,-61782.9,-37311.848,-41614.945,-50230.113,-63873.22,-60284.656,-56527.344,-59721.125,-59451.42,-59279.086,-66854.44,-66173.91,-125748.7,-58877.23,-111311.164,-58796.79,-56197.184,-59286.785,-56075.98,-63187.95,-65602.49,-67989.04,-75876.11,-62889.6,-61809.27,-55637.188,-62015.406,-59010.523,-61883.336,-60739.973,-66322.7,-121076.25,-82408.11,-99228.62,-71523.53,-65352.69,-68404.75,-71394.72,-64193.36,-60595.16,-80556.07,-101909.31,-85421.836,-76786.79,-68979.74,-83485.61,-66577.484,-67700.086,-69622.18,-75212.31,-119340.77,-92559.79,-108416.99,-104288.516,-81248.59,-82088.695,-95998.85,-76520.1,-87317.28,-73547.7,-79738.5,-127900.266,-93283.38,-91486.65,-93515.98,-83729.945,-89631.73,-96900.625,-101757.375,-107662.09,-119482.875,-110824.61,-115561.66,-102447.61,-101811.984,-120265.75,-100584.03,-83943.22,-85121.38,-112303.39,-129133.67,-105867.29,-101535.72,-103790.734,-99722.85,-100913.98,-95112.766,-91954.85,-118132.625,-126683.38,-123997.375,-129173.32,-120273.75,-130904.57,-118415.57,-99877.68,-106745.36,-98423.945,-107038.945,-54098.348,-55432.1,-55613.668,-47777.168,-42117.73,-48908.43,-68244.88,-78686.13,-57504.473,-135878.89,-127030.16,-137494.36,-129031.29,-124921.625,-112679.72,-111158.72,-138116.36,-162325.16,-175025.42,-167297.64,-140037.69,-140791.05,-174653.53,-134560.53,-134269.28,-134660.77,-126280.195,-139322.48,-237310.75,-180451.72,-214402.19,-255722.6,-305390.72,-275114.62,-174678.31,-263844.06,-256135.8,-44139.445,-82613.95,-50302.418,-53544.22,-48111.254,-44089.285,-40547.73,-45279.277,-46131.28,-42283.12,-53014.52,-39680.168,-44594.023,-37221.574,-42209.91,-43135.434,-37475.145,-40941.277,-51371.68,-43201.992,-46707.355,-57201.207,-43322.23,-45618.375,-43565.562,-62291.94,-48954.51,-37039.426,-49634.52,-63669.39,-49200.273,-55872.668,-53696.156,-54621.76,-55000.01,-56537.05,-43112.387,-52843.82,-52707.367,-75680.86,-45600.887,-44525.723,-52902.242,-49062.13,-47595.086,-52276.688,-51904.402,-69414.484,-61081.508,-58892.312,-68471.83,-50306.586,-53525.426,-50839.887,-60001.453,-63946.926,-73530.96,-57195.836,-120146.695,-56665.062,-50034.273,-51084.367,-49113.67,-55043.63,-47986.566,-58294.05,-93961.36
3.63,-40190.297,-39829.676,-47554.03,-50499.207,-54749.56,-47876.695,-67100.55,-39476.145,-47251.004,-47748.105,-60475.504,-58130.965,-57256.65,-55339.598,-58021.86,-58052.145,-69507.87,-74805.93,-104060.72,-59940.133,-104767.03,-60243.434,-58918.746,-55150.195,-62089.676,-62737.95,-61465.91,-60527.363,-74428.14,-62407.938,-63340.48,-59433.445,-58039.082,-55108.86,-58005.0,-57001.48,-70939.48,-116329.72,-74913.71,-97953.1,-69448.11,-65154.695,-83038.336,-67050.34,-68580.51,-63016.156,-70314.805,-93791.91,-88117.2,-80814.24,-69638.47,-75056.29,-64135.473,-68102.04,-65642.49,-70777.8,-107927.664,-112658.42,-118749.766,-84451.07,-78781.086,-84024.68,-76862.72,-84594.01,-79537.15,-82712.19,-97703.71,-110463.54,-85056.18,-89365.06,-113075.57,-82973.95,-104438.945,-93339.73,-87763.81,-119696.8,-105108.29,-118544.12,-101024.82,-101407.234,-102898.41,-92091.3,-101453.23,-85937.35,-93720.33,-104874.695,-118846.8,-111220.94,-108415.06,-94630.79,-113216.086,-101581.63,-90957.66,-86255.0,-122354.39,-145688.89,-121424.41,-104128.266,-105456.25,-109351.17,-121553.07,-108982.79,-102687.875,-90762.3,-106705.54,-53741.152,-39689.176,-52461.652,-58075.906,-44941.33,-53360.97,-45929.027,-71686.23,-41599.26,-148507.12,-159356.45,-135549.02,-126376.87,-110025.46,-115612.336,-148935.38,-129611.484,-163965.95,-214454.7,-167165.1,-147967.47,-155304.03,-162055.39,-133340.75,-137599.17,-141582.84,-160745.48,-135017.61,-360501.7,-214682.98,-353201.34,-286203.8,-239953.44,-299490.84,-172123.38,-234926.33,-316362.47,-58292.85,-59640.883,-43176.13,-45255.38,-69082.72,-56526.414,-48060.953,-37458.348,-49837.465,-54107.83,-56805.94,-39891.035,-46631.05,-43076.016,-42078.324,-45756.844,-42181.445,-52328.234,-46707.96,-47458.9,-48518.062,-54327.156,-41417.426,-49981.844,-56991.883,-54467.535,-50645.82,-38685.58,-49113.89,-58757.688,-48104.035,-50645.95,-53557.98,-54345.977,-55462.34,-65537.48,-44500.055,-62010.168,-54103.09,-58677.027,-52198.57,-52843.96,-59900.03,-44914.99,-49674.875,-68340.45,-52834.215,-72055.625,-58969.29,-60127.598,-66806.15,-63065.113,-55494.008,-65131.83,-54051.68,-57007.168,-73275.266,-52860.965,-125993.875,-58280.973,-55303.812,-51785.047,-57833.59,-54719.637,-46101.02,-59081.17,-85486.86
3.64,-41637.348,-55061.32,-40006.33,-61088.31,-53031.066,-48826.9,-56123.27,-34491.285,-34422.527,-37802.62,-63786.188,-62086.22,-57486.24,-58456.004,-59231.812,-51188.145,-60737.094,-80379.71,-111054.586,-63086.684,-110682.33,-62518.164,-54770.727,-57746.29,-60145.203,-56175.863,-58494.094,-64659.418,-73655.28,-64520.55,-64230.812,-63852.285,-63607.53,-54617.656,-73265.414,-60817.48,-65878.86,-110477.625,-79011.37,-93813.82,-69355.54,-64455.42,-71990.7,-66268.08,-61935.29,-64331.746,-79516.914,-75774.0,-85273.59,-71636.7,-70119.01,-68293.3,-69639.805,-67425.35,-81811.77,-71258.984,-108874.25,-108047.42,-107126.81,-88187.94,-82661.875,-78080.85,-78111.836,-80835.15,-78151.195,-84613.14,-88272.99,-117287.54,-85859.89,-94210.13,-79331.305,-98752.8,-88710.33,-92930.35,-94604.89,-116641.93,-127311.49,-98532.24,-112255.05,-109539.54,-97884.44,-96094.09,-82816.13,-90432.625,-89697.266,-114310.14,-127324.99,-104022.81,-99322.414,-96922.48,-103055.414,-98564.914,-110588.99,-102684.7,-121066.266,-131524.77,-133443.12,-106833.29,-119876.195,-104817.56,-95839.68,-119986.11,-94641.65,-109617.62,-136377.77,-44078.043,-58046.27,-65078.66,-60321.88,-39202.312,-81776.87,-50210.33,-64029.82,-42918.934,-155552.84,-152194.27,-139802.58,-125725.195,-122405.44,-123258.15,-125568.984,-153642.05,-165541.12,-147496.23,-176785.3,-149159.83,-165217.39,-162694.52,-137357.0,-162477.75,-138878.28,-139674.11,-146460.6,-304864.7,-360270.75,-296659.44,-247987.89,-376370.44,-232177.36,-270787.34,-202142.16,-298524.9,-49800.68,-38925.473,-46040.605,-54135.71,-55304.715,-42525.883,-31561.15,-57420.656,-72342.64,-51559.555,-43579.914,-46882.742,-55213.965,-45325.324,-49154.598,-39104.75,-37066.67,-39367.402,-42414.64,-55120.746,-39562.805,-49995.074,-50264.043,-57421.01,-42362.164,-56427.73,-55602.297,-40041.285,-51994.938,-62431.605,-65990.03,-45526.97,-58526.582,-49626.28,-48180.336,-50442.9,-53696.895,-63262.457,-61735.047,-54264.445,-66634.16,-51269.42,-50426.516,-63637.938,-43261.2,-45084.285,-57745.63,-74234.98,-53716.176,-55551.164,-57595.277,-51860.06,-47682.13,-58930.49,-64377.58,-69142.23,-89438.91,-60633.266,-109089.03,-58394.312,-56712.402,-44156.82,-48102.082,-54330.15,-46162.51,-53390.91,-98209.61
3.65,-43969.414,-49953.18,-54464.77,-117872.0,-76148.63,-52983.887,-54979.94,-38816.95,-41230.79,-53940.234,-57580.895,-56932.562,-54774.496,-58858.38,-54456.734,-56618.566,-67515.74,-64909.586,-103644.734,-54740.895,-104629.18,-56803.28,-66308.53,-63602.902,-55919.586,-61971.355,-66093.79,-59460.97,-79188.625,-64985.305,-65415.535,-62849.26,-54217.934,-55802.035,-54564.49,-61344.035,-71014.34,-120362.93,-89279.195,-102671.37,-77091.875,-62085.473,-64982.535,-62419.945,-62553.168,-69959.195,-63359.844,-87213.07,-91136.06,-72651.29,-63738.355,-69564.06,-65578.53,-61828.477,-80983.46,-74574.38,-109987.445,-111064.95,-119934.1,-101065.39,-95637.14,-78900.55,-77856.7,-82166.88,-87899.055,-89492.88,-79593.42,-126939.17,-112086.86,-81998.78,-84159.125,-82487.125,-88096.36,-85684.46,-80639.49,-117812.34,-98956.164,-113109.914,-116967.73,-93929.68,-107915.74,-115738.625,-101804.57,-93739.15,-92908.03,-97059.8,-108643.07,-102674.28,-118622.91,-91236.65,-87841.11,-105286.984,-90056.43,-120741.52,-126238.53,-131444.03,-132803.3,-111785.77,-111025.29,-123642.33,-110389.29,-98760.74,-101403.266,-92999.71,-111022.68,-38026.027,-55109.57,-49592.086,-57189.176,-41879.88,-49092.477,-71765.59,-73839.21,-43278.047,-181895.86,-147555.17,-126707.32,-130453.35,-119592.01,-120083.73,-170928.06,-121559.73,-152779.14,-183110.53,-182849.56,-144390.02,-156428.78,-134891.38,-136181.55,-133932.56,-145273.81,-155066.06,-148378.02,-350447.75,-409619.5,-336845.56,-258308.36,-172051.83,-391797.25,-199571.31,-208763.83,-400039.44,-48432.438,-46333.484,-46018.777,-61120.492,-43028.32,-55084.91,-44074.426,-45650.086,-52595.96,-40466.83,-44454.465,-42298.918,-43417.555,-52668.957,-51846.266,-40023.496,-33906.996,-36940.055,-50955.805,-54917.15,-44542.402,-47184.562,-47823.81,-45488.746,-48455.355,-50490.426,-40691.4,-50276.125,-44015.58,-47190.484,-54079.168,-71755.75,-42050.63,-49272.867,-48179.625,-58421.867,-53978.43,-62509.89,-56307.754,-68769.25,-58058.625,-51173.27,-55002.875,-44112.36,-48626.75,-56498.754,-53702.895,-74560.0,-73078.58,-57920.246,-55958.434,-58466.41,-55610.918,-56802.89,-57352.523,-57378.617,-93083.18,-55159.48,-127340.414,-54146.348,-53670.312,-49131.67,-49359.176,-53090.184,-50510.96,-57371.25,-84187.65
