Time,B-1-1,B-1-10,B-1-2,B-1-3,B-1-4,B-1-5,B-1-6,B-1-7,B-1-8,B-1-9,B-10-1,B-10-2,B-10-3,B-10-4,B-10-5,B-10-6,B-10-7,B-10-8,B-10-9,B-11-1,B-11-10,B-11-2,B-11-3,B-11-4,B-11-5,B-11-6,B-11-7,B-11-8,B-11-9,B-12-1,B-12-2,B-12-3,B-12-4,B-12-5,B-12-6,B-12-7,B-12-8,B-12-9,B-13-1,B-13-10,B-13-2,B-13-3,B-13-4,B-13-5,B-13-6,B-13-7,B-13-8,B-13-9,B-14-1,B-14-2,B-14-3,B-14-4,B-14-5,B-14-6,B-14-7,B-14-8,B-14-9,B-15-1,B-15-10,B-15-2,B-15-3,B-15-4,B-15-5,B-15-6,B-15-7,B-15-8,B-15-9,B-16-1,B-16-2,B-16-3,B-16-4,B-16-5,B-16-6,B-16-7,B-16-8,B-16-9,B-17-1,B-17-10,B-17-2,B-17-3,B-17-4,B-17-5,B-17-6,B-17-7,B-17-8,B-17-9,B-18-1,B-18-2,B-18-3,B-18-4,B-18-5,B-18-6,B-18-7,B-18-8,B-18-9,B-19-1,B-19-10,B-19-2,B-19-3,B-19-4,B-19-5,B-19-6,B-19-7,B-19-8,B-19-9,B-2-1,B-2-2,B-2-3,B-2-4,B-2-5,B-2-6,B-2-7,B-2-8,B-2-9,B-20-1,B-20-2,B-20-3,B-20-4,B-20-5,B-20-6,B-20-7,B-20-8,B-20-9,B-21-1,B-21-10,B-21-2,B-21-3,B-21-4,B-21-5,B-21-6,B-21-7,B-21-8,B-21-9,B-22-1,B-22-2,B-22-3,B-22-4,B-22-5,B-22-6,B-22-7,B-22-8,B-22-9,B-3-1,B-3-10,B-3-2,B-3-3,B-3-4,B-3-5,B-3-6,B-3-7,B-3-8,B-3-9,B-4-1,B-4-2,B-4-3,B-4-4,B-4-5,B-4-6,B-4-7,B-4-8,B-4-9,B-5-1,B-5-10,B-5-2,B-5-3,B-5-4,B-5-5,B-5-6,B-5-7,B-5-8,B-5-9,B-6-1,B-6-2,B-6-3,B-6-4,B-6-5,B-6-6,B-6-7,B-6-8,B-6-9,B-7-1,B-7-10,B-7-2,B-7-3,B-7-4,B-7-5,B-7-6,B-7-7,B-7-8,B-7-9,B-8-1,B-8-2,B-8-3,B-8-4,B-8-5,B-8-6,B-8-7,B-8-8,B-8-9,B-9-1,B-9-10,B-9-2,B-9-3,B-9-4,B-9-5,B-9-6,B-9-7,B-9-8,B-9-9 
3.46,45487.8,35017.633,38430.21,60475.2,57789.44,43322.066,50765.93,30511.705,31448.225,27873.307,23952.332,26196.201,20189.273,23892.205,27569.178,20559.807,31338.926,21810.371,62224.79,18289.67,28422.926,23410.361,18698.906,15489.406,17229.252,17292.979,21699.51,21598.6,46687.258,18023.08,23488.19,16983.209,17118.91,20453.396,26305.59,22843.486,48360.85,45322.703,25722.135,35682.76,16011.631,23783.135,32464.46,25947.094,25052.768,25160.549,26552.846,28141.51,47178.824,26199.176,21934.02,31024.412,28615.744,26636.902,26869.766,26696.74,34934.414,38491.457,21673.31,27446.588,29105.613,18489.402,23441.355,32788.043,29970.5,29849.455,30426.04,38191.06,32735.13,33182.72,36508.645,32662.402,37366.098,36056.05,32732.938,33863.914,34729.535,32773.21,35840.395,35931.168,35394.426,23996.87,35816.445,35153.734,45182.56,32768.164,48349.008,37639.418,37081.71,47041.434,31254.559,30922.15,43998.336,40950.133,50400.656,47043.95,41052.145,48678.027,51192.67,46525.297,43251.227,40260.74,38622.535,39147.887,44775.18,38856.95,63544.508,43717.152,38833.285,42363.887,49877.207,44428.387,36944.465,39219.27,47528.15,67796.7,63362.434,54079.473,61139.742,53319.086,52705.605,62001.938,49526.48,71341.945,87787.18,75177.6,98357.66,75967.28,65607.43,67614.086,64553.777,72404.03,86511.6,158564.33,160128.27,160276.19,160578.88,158193.23,226213.77,114001.82,144604.81,182300.67,32634.479,44166.89,38925.223,34100.688,48415.406,43120.387,30226.418,40392.992,41175.57,32374.443,37264.258,35173.16,40034.516,34828.62,30213.01,25826.5,26309.053,20209.992,40903.703,43973.625,32000.428,46651.07,35431.58,36164.086,33947.566,37063.125,27806.945,32395.123,28639.588,33220.473,32074.496,36769.61,33519.2,42802.273,26774.654,32638.535,21475.104,36882.54,39783.746,36892.8,26589.475,32759.033,24926.736,24917.203,39793.2,24647.133,32617.613,28231.129,23127.207,37163.562,32429.576,38399.6,24823.375,32099.809,26701.588,39686.66,36781.777,33971.727,23683.479,22362.83,21575.916,24598.252,23962.855,25823.354,22899.88,24079.05,25133.188
3.47,38008.195,49723.258,33431.383,56046.566,77464.59,38112.77,52330.297,48492.535,46242.29,35939.51,27768.217,23371.674,19378.568,19384.398,24298.318,18674.525,29567.643,25172.889,56507.266,26849.414,18604.676,20588.1,19877.37,13837.692,15821.855,18503.262,19780.666,21998.342,48874.383,21195.26,22304.074,18652.564,22006.783,22407.072,21733.89,30135.797,39538.83,43614.48,20034.129,20463.92,26239.645,24804.66,23291.242,25145.832,23932.346,20898.322,34187.938,29929.863,48113.14,30605.559,24588.408,24178.012,21551.426,24922.303,31526.398,21647.355,29431.188,34579.3,33350.324,35441.457,23436.057,25877.068,21415.266,25653.217,25221.361,25129.953,25868.748,40614.375,35540.223,38468.844,39158.77,33418.715,32268.598,39849.74,30090.969,33296.51,38184.45,38581.98,40582.02,43319.38,35247.56,35091.0,39902.902,28131.889,41578.133,38325.24,50369.848,59599.48,40053.477,35948.105,50051.12,42029.957,30970.63,41689.348,48974.062,37396.965,48396.168,42690.42,42468.41,60459.555,44837.72,56134.18,42047.207,42031.67,43692.79,38255.133,38190.445,42804.496,37252.242,35374.637,28120.195,32591.81,45601.652,31596.06,57557.61,42705.88,45485.754,80277.336,48281.145,65113.14,59781.11,54877.97,53828.586,73117.02,99427.3,96932.27,111049.69,91210.7,70192.18,64153.598,56173.516,77664.81,55492.74,163255.86,148806.92,192974.52,262782.5,97906.57,211499.45,192852.58,140469.3,189135.1,52437.89,48573.496,33910.992,34268.996,31683.82,34806.125,27376.062,29082.13,43256.945,36048.344,30541.516,24353.066,31699.11,40773.496,31964.582,41662.3,26405.467,32232.4,29434.11,27973.943,32344.79,26963.414,31914.254,32766.629,29180.67,28094.48,30741.39,25052.566,25789.719,31418.705,29891.38,38056.44,28478.549,27666.172,24436.605,28739.488,33330.195,27142.898,23806.03,37752.543,25974.902,29080.385,30934.041,19985.908,23733.314,32524.816,32328.24,27517.88,31336.217,34278.766,31366.79,24910.604,26947.219,23523.986,27800.275,36057.203,36680.727,27581.424,33018.246,24899.71,27034.096,21644.021,30103.71,28569.674,21995.295,21022.783,28187.799
3.48,38729.082,31774.225,40368.027,50495.58,51249.664,54736.887,39911.008,37633.844,30362.814,42057.098,25425.033,23191.855,26772.158,18721.998,22546.164,22127.21,25722.457,23086.957,59286.668,19548.457,30754.734,17378.645,16787.203,15186.5625,14455.664,17701.96,16224.112,22033.945,47499.113,22497.113,27527.8,32458.895,18986.842,19818.318,32425.135,26820.938,40011.086,45634.547,24178.86,29155.1,29642.115,34099.367,28508.988,30023.207,21959.453,20996.344,31534.662,34061.234,31240.494,29086.914,27545.393,32695.396,26205.479,24639.824,37163.062,25110.564,34724.55,31161.37,36089.13,29016.652,24839.727,28378.604,28929.334,19411.127,21263.932,23065.8,22705.506,40241.348,38318.062,31669.434,32073.271,33271.266,33369.613,28417.273,42641.945,34387.027,37195.816,26764.393,45714.258,46013.27,34700.664,48388.562,25172.727,32806.023,52529.16,41422.227,44526.164,52968.785,38667.508,42082.12,40908.625,41562.58,57777.938,39369.625,38702.914,36064.32,48352.95,44264.047,38609.543,44607.16,40381.805,33351.457,36593.11,42186.453,36252.777,30904.432,46686.984,35232.66,42527.098,37623.37,41241.414,40361.465,49725.46,41382.23,51784.17,65671.94,68808.766,53898.996,43169.49,57162.36,58566.383,56886.645,65569.2,67687.234,102979.34,80045.914,82351.0,83686.22,61684.645,64780.22,56390.316,94436.48,67359.61,164372.17,228696.44,196635.36,145383.16,143588.42,218357.98,178855.16,85185.89,194730.92,40627.18,58205.836,34076.96,29755.668,39908.41,36802.61,24940.969,35103.77,40449.582,43678.48,39685.46,37906.023,35863.684,31341.53,35587.67,23072.44,24861.045,32187.467,30030.3,32798.332,33606.395,31569.36,39832.844,35983.293,29184.84,29907.85,30358.402,29446.107,35567.66,44377.617,31515.232,37010.555,29193.055,30929.016,28885.758,25892.143,30205.9,33056.734,37400.91,36772.242,28048.955,32274.807,28519.406,26388.254,25901.338,30126.012,30906.336,25674.822,29848.344,25037.5,25609.79,30948.717,24423.54,33954.348,37631.707,34736.984,35467.15,35105.496,23803.03,25853.396,21928.885,20869.35,21112.51,26325.191,25103.37,25303.504,24181.605
3.49,28711.209,43120.527,40848.906,62531.016,62702.816,41930.984,32301.9,41616.465,37086.113,27740.295,19849.943,23485.617,20401.271,20760.34,21929.818,21409.824,37186.406,26227.072,64122.836,19276.582,23476.75,19138.51,18725.885,16601.238,16133.529,22362.758,24004.023,45645.83,46802.56,15320.111,19118.852,19150.43,18128.787,20866.209,26903.39,18979.322,37000.19,42306.33,22762.818,29588.129,17007.191,31082.64,33167.074,22492.182,24601.273,20384.88,29054.785,43639.688,23378.75,27513.389,45480.617,31421.418,48831.242,24280.719,21888.264,20316.336,30202.928,45867.523,35166.656,28987.27,25144.521,21733.21,25969.252,26189.555,30789.002,20869.96,36219.727,38286.707,41446.16,35155.85,35629.016,30355.646,25115.406,37732.383,31815.55,39900.312,31070.752,28081.094,34733.98,30076.01,29640.213,40823.56,30229.56,28269.193,40757.68,35012.76,48938.465,39703.875,48786.582,39082.418,37503.484,34677.258,51913.17,37682.105,38303.52,40028.086,28513.885,38089.113,44358.523,39698.52,41318.484,40713.39,49686.457,39456.285,35119.41,39435.01,34811.66,48546.83,38282.63,34357.617,37672.414,47330.2,35266.637,40112.742,59809.95,60740.613,56701.07,37884.695,38728.29,48805.406,48776.094,82937.51,50398.152,63487.375,74644.85,67431.45,78870.92,69117.2,67689.12,62580.94,66378.51,63898.383,76587.05,237771.81,129669.28,128579.664,122037.086,115583.54,112538.77,128729.1,87326.445,117211.0,61013.14,55038.496,39804.08,33523.69,31946.52,37284.37,36318.164,33205.52,38890.152,30961.383,31301.895,35295.46,32176.922,27087.02,28884.87,24703.81,27175.424,24720.023,38924.574,35618.34,30201.85,30227.03,31830.312,38636.32,21290.225,29858.451,26205.795,29527.127,23324.145,35010.785,22716.715,35425.105,41160.664,26493.709,29989.203,29435.93,29032.117,29837.436,36448.04,31407.713,29365.475,28151.725,23871.387,28551.652,31202.363,32628.65,23721.264,29494.357,23130.61,39976.95,36803.055,29083.293,30481.617,40634.977,36313.28,48831.523,30113.842,33198.098,33391.977,22051.89,21146.846,21868.668,18152.838,25137.36,24247.031,32825.695,24795.475
3.5,44598.016,35520.57,38378.914,43778.707,44844.902,42792.13,56073.055,33216.33,36400.293,30211.705,22657.867,22279.305,19509.926,19144.373,19979.547,17017.25,29681.125,16383.965,57896.52,26259.598,27040.236,20638.264,18502.264,19610.125,14123.715,16708.6,19635.393,22952.152,50358.098,19033.232,24500.234,21415.668,20765.38,21844.922,18121.312,21839.57,36963.195,42140.18,21258.836,32274.584,19458.938,20632.354,31693.7,39596.867,21930.717,20511.51,32128.352,27879.266,34716.598,36830.617,32577.04,37149.625,23181.117,24024.81,18927.459,27199.62,30918.977,31404.62,29025.549,34443.293,20887.443,24049.139,26982.44,18817.137,19741.406,22886.072,22873.191,39215.03,31545.57,26053.174,36544.523,24250.953,31807.893,35408.023,29913.91,34126.05,39075.246,42124.875,42350.734,29376.098,33534.867,30966.486,40620.73,32330.812,36479.547,39871.414,36850.637,43545.57,40825.273,36692.832,46655.2,34308.43,32760.916,40632.76,40117.258,29390.094,38171.36,44701.49,51256.094,56056.973,39592.51,40570.773,38582.45,40890.875,46998.043,35146.223,36209.145,64717.062,34658.066,42844.67,44839.65,36661.47,46608.305,51931.137,51597.727,56662.816,65041.92,49923.094,54072.984,48256.164,47537.9,50433.82,50063.383,74251.75,80855.88,120805.76,85732.914,74137.64,71949.42,74124.62,62032.656,62674.99,82324.45,182963.66,176477.39,199763.97,139535.58,145062.22,130453.23,165032.39,111086.2,141696.72,52733.28,47253.926,41324.055,40696.375,31877.066,36339.414,25368.219,29878.283,42704.656,39997.11,44272.31,26068.771,28918.738,33574.625,37634.848,26870.986,25242.666,24826.656,30415.605,35474.902,28745.572,35079.77,33862.785,38332.88,30265.898,27304.467,21583.322,31085.691,31873.26,34530.098,29922.855,36644.406,35426.902,31764.22,25546.465,35874.203,30498.492,34767.77,26509.316,26045.76,31061.566,24921.193,22359.95,26971.953,27833.857,31117.055,26933.46,27018.152,32233.49,25180.2,30046.434,25221.828,22182.766,33059.16,30934.898,47688.25,29859.62,29365.951,25306.352,21252.564,26858.21,28797.916,18523.027,25150.582,29664.988,26925.504,24183.209
3.51,36060.805,37151.49,45572.703,58791.758,35399.984,53294.945,37568.473,37089.49,35523.23,31451.887,21526.637,31445.383,21749.99,19590.943,23188.38,19118.809,28943.96,23239.867,63046.344,18303.223,28932.268,21938.404,16936.385,17459.707,15403.2,21381.31,23263.31,23382.668,49313.215,17659.893,22432.39,21709.104,24883.137,22750.9,24540.844,16154.762,37136.875,38471.83,19921.166,33765.29,23748.521,34113.082,32460.018,29333.75,25063.83,25400.47,29876.844,30184.33,31800.887,28511.146,27022.898,28581.475,24376.006,22844.293,21971.838,25792.297,33003.836,26824.168,31616.31,28871.47,23727.996,24115.46,25721.072,28783.463,20378.436,26583.908,27231.65,32255.031,41056.457,33293.047,24327.584,38834.594,26547.383,37721.195,27295.299,29091.346,33602.24,44237.32,45127.9,31888.287,34231.758,45171.645,30776.965,36885.504,34127.844,37329.793,46702.04,50230.555,49120.047,35960.19,49896.21,35453.38,49528.258,43721.08,38446.113,45066.78,38652.562,46427.855,43141.938,47783.03,53965.875,33502.66,43442.918,47312.734,45934.387,34748.367,46966.395,36965.184,44413.64,39246.65,41365.38,35262.867,51726.76,37302.33,67218.805,63749.164,61416.81,72012.266,50116.47,52734.27,48686.33,45548.56,50185.03,75099.02,99466.59,70709.73,66589.5,84066.13,79045.44,60162.75,73397.91,73347.33,70691.63,175327.19,219580.11,149704.36,118090.03,99155.39,136879.45,115056.38,222786.58,281157.0,45840.098,48685.363,36665.367,36006.91,42790.203,33717.832,27097.893,39528.812,51716.848,48467.23,32343.695,26553.35,30187.932,33974.12,26423.738,24571.879,30082.37,21234.07,29155.004,50186.453,26253.613,36685.23,26882.393,26562.588,25363.633,32114.959,23873.318,24751.885,23594.19,39242.21,24481.275,29792.08,24838.408,29880.953,29550.557,29451.062,24989.316,31351.54,21678.854,43229.67,30920.18,32082.11,31132.535,35033.6,30193.709,23131.863,29464.246,29609.266,27309.41,28942.178,27286.098,24873.646,22482.44,38858.543,35693.227,37816.215,33411.035,21716.506,34997.547,20895.502,30946.693,28159.475,20487.264,26561.924,25302.582,24871.254,24863.613
3.52,43977.566,60432.402,32651.936,52057.02,45234.58,42265.863,37930.195,38600.926,34786.66,40222.715,18708.375,25507.576,20195.992,23558.203,20873.412,16621.34,21576.125,18891.986,61395.473,17304.305,23406.58,25301.621,21466.791,17456.77,17311.84,16322.556,17975.414,21633.9,51213.625,18539.857,28360.555,21866.607,16932.287,20407.986,24264.479,17932.398,39758.348,37958.62,24581.89,31244.975,25029.799,26364.68,25065.145,28968.463,20115.973,22081.275,28622.076,31762.965,34277.51,29197.312,28150.55,25174.438,29241.357,23095.785,25359.883,23527.195,31593.453,35531.637,30094.195,26808.549,28259.434,17374.732,27008.176,21934.254,22253.98,29853.059,22339.215,43060.086,39152.77,28063.676,29818.229,24268.854,26789.652,39672.27,30808.861,37668.86,34456.203,46968.023,35553.484,40557.59,29214.775,31803.627,29611.953,29600.553,51327.3,39702.49,48540.3,39419.73,51248.035,31305.951,51174.137,30455.656,31866.781,39834.66,51549.4,45774.39,55208.395,41777.996,47762.938,45587.863,44067.17,38397.2,35219.29,42824.0,37844.25,42850.242,46601.176,52812.414,38251.906,47749.016,36204.543,38054.652,42434.586,41093.277,51475.926,62776.777,58900.1,57608.297,39419.355,39681.113,59927.223,60389.33,54563.176,84207.06,65678.27,107279.516,81291.35,71382.36,59971.9,70220.914,66553.555,73349.17,81242.28,145098.66,141858.56,204654.45,177595.31,132325.2,151209.25,122797.62,203381.0,159538.39,44267.586,33965.98,34904.125,37312.742,41746.35,32970.125,31298.965,44843.67,32306.967,32791.61,43602.51,28943.406,35445.074,32269.371,45580.44,23859.68,25015.307,19567.652,34823.363,28300.988,48030.293,28387.084,26701.145,35205.19,32584.611,31969.703,30397.342,38507.637,23960.098,49691.1,29730.541,29249.346,31756.309,37194.848,29554.875,34234.945,34981.977,36673.195,35508.02,36167.434,30626.938,48673.242,28757.111,28036.598,28066.518,29889.66,30603.965,29430.168,24613.867,32349.174,34360.184,24442.207,28942.408,31764.387,38933.785,39444.145,31161.871,26928.676,31584.59,20528.621,26521.291,22122.717,23545.9,26730.488,30753.08,32057.342,25564.945
3.53,53215.348,32125.719,38813.402,60242.09,61332.92,48720.06,59973.43,35444.695,41103.16,41765.42,20912.035,26381.932,23542.668,18568.604,20794.707,23456.531,34426.094,21598.225,50974.13,20562.086,31200.062,21218.867,19177.514,18156.986,17672.602,16200.949,20858.26,25342.012,53824.586,21644.857,25343.791,23968.434,23421.771,19299.674,21480.877,22854.893,44069.098,40663.883,22904.906,34698.06,19330.428,32570.47,22174.074,34907.18,20218.984,23177.002,23794.568,31859.78,22209.955,22860.748,30737.492,25207.111,29773.506,24533.957,27172.133,26968.766,36425.023,44538.203,32059.045,34556.684,24651.156,31236.662,20403.31,20144.87,23689.459,28511.715,31976.72,33340.062,27214.166,39212.996,26408.762,35717.715,27077.688,31716.328,30985.143,36152.094,36593.535,45445.035,34454.855,34834.574,47982.074,36727.656,30511.455,39712.656,60309.77,29314.648,42215.258,44293.746,42315.86,36582.707,43513.457,49790.547,32200.137,43847.094,39929.508,49598.758,36036.336,37541.58,47623.594,42588.28,36383.617,34509.52,45395.73,33400.96,52587.957,41621.363,48014.152,49957.598,57276.863,47482.043,47152.367,36096.746,39458.895,37183.5,49927.203,52170.9,68229.35,68239.04,47743.5,52069.785,60191.184,49798.75,55774.332,65454.324,73956.484,91736.445,87807.64,105379.26,75429.26,73752.3,63183.24,64535.062,74921.37,161836.3,124849.35,179551.17,128728.27,102309.54,121633.53,164483.27,181829.44,178501.72,47455.31,37273.594,40020.996,34536.926,43044.168,29447.15,31207.133,24408.867,32790.01,38998.41,33888.086,28254.402,28517.03,31882.25,33897.246,20391.55,26515.37,27387.691,39085.21,34867.418,33856.08,35972.38,34325.37,43049.105,26351.854,28550.156,30821.479,31665.283,49683.023,42255.105,35526.32,36176.402,29820.145,31621.477,33018.63,23127.396,35336.715,45298.74,38223.59,33764.863,30160.96,28751.893,35600.152,34482.32,24954.375,28299.88,25457.764,25818.684,28826.111,28401.521,28530.137,34687.723,33615.2,34209.86,29711.994,44975.664,38772.895,31541.742,26798.424,34404.035,19566.324,28263.877,23548.879,23949.291,24683.326,34684.64,38656.594
3.54,33836.242,39451.664,29323.018,75450.43,59819.145,35554.47,64967.84,43207.492,28418.475,44423.65,20657.848,27388.643,19659.16,20572.217,19572.602,16637.658,28720.648,21902.633,59129.336,19297.688,25381.443,20604.957,16442.574,16263.03,19508.781,17483.127,19158.484,26498.13,46529.695,19307.818,26591.854,22169.172,20166.422,23531.45,26474.44,19162.895,42537.113,41480.727,22188.57,28050.082,32615.127,39547.387,34115.934,33705.656,21569.398,24854.695,26299.068,34037.344,43560.05,20612.61,28310.137,30958.842,35101.64,19164.33,28288.428,25749.549,34220.58,44571.527,43059.727,42962.625,27216.984,23329.531,18964.742,30220.129,24299.469,22277.283,31325.69,33457.277,41871.863,34066.32,36525.33,29130.26,23127.598,38960.336,38208.4,29170.422,43129.176,34274.69,40003.906,44460.566,33144.63,32222.164,37207.51,36433.79,48346.242,31505.463,41781.137,51176.395,53664.504,38369.133,42682.074,39691.133,49454.375,38891.23,46944.91,37431.49,44641.01,46532.56,53948.895,46097.09,39911.305,47893.918,34182.965,62256.004,42663.35,35286.105,36818.86,45701.12,42274.46,37783.67,42125.38,44560.44,49014.562,36989.85,53726.74,71728.94,43250.8,76366.99,57453.863,49759.53,62125.54,55574.812,65723.414,63589.793,76368.84,82251.19,100660.41,73671.1,101011.59,62088.89,64186.117,72744.77,71431.664,108545.11,160655.36,133599.33,135428.03,150474.28,189837.17,119874.87,121007.55,142757.6,46777.73,29182.238,37307.957,33233.0,44047.207,32669.352,23297.459,25456.42,37787.195,34900.2,35560.426,35391.85,33995.27,32053.025,33467.336,29750.094,25279.379,24639.285,31937.04,34506.176,32697.828,37674.08,34999.965,38641.65,26127.844,31526.352,29944.895,36867.344,26991.684,38579.152,29939.951,31562.943,37390.63,31987.309,36445.043,23977.65,26460.94,32980.69,24776.07,50034.78,31786.836,27424.219,33817.906,27289.826,27012.133,30217.486,38066.68,28101.268,29039.354,23666.184,28677.816,28232.467,37973.516,34375.188,34362.676,38688.055,27107.875,24607.863,27368.223,23204.39,20122.338,24745.785,17165.121,25846.537,26420.121,30445.209,25930.19
3.55,44186.06,53505.785,37935.758,48113.535,45413.227,48615.56,40329.797,27018.83,39720.652,38166.25,20074.47,25405.14,21471.164,23580.35,24539.713,19635.277,24958.506,31379.26,61461.76,17880.19,27105.783,31209.107,20867.379,15638.079,23146.818,16153.881,17986.914,19756.04,46779.95,18026.588,27833.717,24488.375,30554.13,21744.553,22844.031,30899.818,38811.242,49002.55,25413.527,22668.537,31687.67,23950.479,36404.406,38486.32,25229.674,30041.514,29552.336,27912.846,43410.992,23862.135,35577.836,31123.086,28647.717,24078.752,22721.611,22352.986,29432.55,28970.797,32648.422,31708.424,20675.82,20753.596,20961.295,23058.871,24076.695,36018.082,28897.098,35996.277,38016.645,32051.375,34835.887,29154.865,27842.877,35380.004,34673.08,35291.65,35753.777,42194.586,37045.816,33222.105,28388.902,34143.2,48822.902,32907.484,35627.746,36870.3,44591.227,35797.91,36169.23,38036.133,28306.91,37420.777,27174.55,55320.2,44124.137,45561.613,35514.89,50890.8,57079.562,46751.938,41488.027,35461.418,51442.637,54830.99,51109.254,46382.89,52955.36,54147.7,47536.695,45326.96,44480.477,41151.754,41344.99,39059.01,45962.164,63027.52,62195.707,51067.145,49128.65,52718.01,62382.668,47338.27,46160.914,80214.234,86427.72,81576.055,82051.39,87726.586,57698.992,52372.438,75870.125,108826.34,72161.86,144248.44,202073.0,135467.72,173951.98,89960.5,181059.98,112284.31,129428.56,205935.66,49007.977,46424.277,37425.35,32461.691,38699.11,35274.816,36626.777,35083.812,37235.863,32918.52,31686.871,30455.37,27541.178,30064.252,23537.506,29831.482,29587.098,22104.34,36758.816,33307.414,26586.291,35030.2,40676.812,26347.248,29262.064,27887.396,41267.223,35094.223,28815.316,32123.758,29675.432,41372.777,29353.385,24889.049,31520.283,33799.145,28379.83,34647.676,19820.266,32427.645,26862.543,33448.324,26600.797,26201.766,19350.623,27615.252,24831.867,29606.416,26468.791,26221.135,36627.86,29552.371,25568.89,26927.121,38554.543,45046.457,43246.906,27440.793,32226.262,29290.592,24142.848,20900.78,21028.691,18103.033,20888.951,24576.496,28789.814
3.56,46359.68,27899.264,43994.227,56406.273,47683.32,43713.305,64515.484,31722.516,35874.402,40566.04,21198.035,21216.754,21287.361,24759.627,20685.232,24393.924,25595.615,28589.686,62016.164,21436.443,22885.326,21191.512,16091.285,16143.955,19597.377,15555.913,18397.623,20620.564,55515.703,19293.113,26819.398,25126.604,20074.088,28914.662,18691.234,17669.197,35576.74,40473.54,23181.115,25095.016,24051.963,23435.578,39978.992,37335.926,28033.24,29962.281,26943.457,29894.508,26242.494,27295.67,26324.688,25489.428,21587.219,23061.492,20227.11,23484.285,38357.434,32221.146,20187.996,27553.334,22031.871,21570.088,23420.994,24839.455,25223.197,23738.4,42484.625,31216.229,38415.426,25847.354,29603.885,33481.496,38983.18,46511.71,34614.54,32056.09,53344.86,37665.78,41366.824,32077.621,34504.055,31875.498,46610.04,30955.197,41346.645,42719.49,42264.973,47108.043,41514.87,41000.496,36514.39,44406.348,40311.523,38348.008,34019.246,55302.926,39791.51,46879.71,55340.496,42489.723,38108.777,35406.207,40538.035,38465.016,53673.832,35362.15,36521.504,51092.434,32639.143,46725.598,44631.96,45846.883,40702.04,41115.035,58615.938,75260.87,65969.445,53912.383,48271.5,43539.76,53461.82,65227.02,73700.49,59742.883,88361.38,89326.03,74250.93,77326.875,66012.664,50232.285,55531.027,60866.47,67610.055,158670.0,176916.86,153671.84,192239.95,99024.46,122581.945,105016.3,97018.78,114919.77,54240.625,39922.746,30049.209,37263.56,36324.574,32449.209,24168.062,44730.31,37945.516,30780.814,56723.594,25706.602,31266.02,38364.91,32048.818,19129.959,26443.344,23718.877,31449.77,29917.217,21150.912,44371.363,31552.922,38830.16,29908.08,25927.656,28011.363,28725.674,32109.256,30285.336,35195.867,48926.22,33150.24,29423.498,33230.83,32993.332,25598.576,31951.852,23975.89,36769.38,30677.055,28713.17,30564.53,29986.377,25000.81,32185.396,32087.492,26650.531,19216.922,30626.275,37611.043,34334.168,21579.482,37026.086,35338.164,42507.28,28693.959,25918.36,28533.38,22404.014,19861.477,24846.592,20235.062,30461.895,28121.383,18290.697,22558.951
3.57,30522.387,39223.395,37364.637,53456.137,37166.758,43392.832,48968.65,30510.408,35550.83,31279.463,22500.215,20737.525,25689.314,21666.605,23355.553,25214.791,38956.71,21829.254,63136.617,25112.096,19616.037,22160.283,16742.336,15907.634,18078.617,14836.359,19252.613,30565.865,49475.87,16474.004,27956.947,21738.709,17992.568,21179.188,26478.7,21144.994,38107.79,44185.594,23440.104,36766.895,24775.488,19694.23,37952.688,36847.42,19810.18,24225.816,27927.045,33503.367,31026.988,28736.469,31275.475,29860.312,28827.652,24505.895,21034.818,22686.4,43140.684,37971.863,26065.955,27036.604,21763.809,22348.215,24376.115,27972.82,21946.14,26934.648,21593.826,27429.336,31621.068,36611.324,30562.94,38576.047,41877.227,34072.332,35894.22,30947.926,59061.598,41198.35,35498.875,41010.203,39218.535,29484.98,40773.78,32004.623,39822.11,38209.035,48782.1,38764.39,69265.914,38776.957,48307.332,40086.46,34935.633,38147.652,54692.07,39975.633,43657.0,57079.81,56229.242,41183.26,43795.13,37850.68,31679.602,38152.566,57564.3,34743.055,45913.652,55016.566,54624.938,44523.164,47984.684,46778.258,45099.57,48042.55,59368.34,61239.64,71320.01,43500.13,48275.242,42264.387,54932.633,47654.453,53580.457,73782.94,69009.195,67706.59,87178.89,79280.586,59699.027,53686.09,62775.8,59467.03,59778.87,192551.5,155182.89,237564.94,159859.56,121485.734,235610.8,116472.01,165166.02,152548.83,74997.625,33250.04,36277.484,30572.053,35659.99,34525.098,27788.365,31129.842,38732.887,40946.6,40704.773,29967.97,32576.145,34315.176,38035.355,28271.598,24406.74,24412.66,27329.834,33938.082,26657.879,31161.514,27347.85,31955.25,30179.9,34718.906,23194.006,32704.242,28740.006,34576.758,29139.965,28746.768,32881.203,21965.629,22873.42,30290.762,24322.746,28728.094,23968.697,33572.66,33033.773,31587.6,32578.557,27594.209,25103.031,30447.084,25641.393,29942.812,22729.01,31114.781,32038.018,35493.273,40001.965,33511.613,45036.35,29980.676,36075.645,31313.115,28663.928,21718.244,21934.016,20153.643,29717.832,21987.201,23145.889,23613.582,32584.91
