Time,B-1-1,B-1-10,B-1-2,B-1-3,B-1-4,B-1-5,B-1-6,B-1-7,B-1-8,B-1-9,B-10-1,B-10-2,B-10-3,B-10-4,B-10-5,B-10-6,B-10-7,B-10-8,B-10-9,B-11-1,B-11-10,B-11-2,B-11-3,B-11-4,B-11-5,B-11-6,B-11-7,B-11-8,B-11-9,B-12-1,B-12-2,B-12-3,B-12-4,B-12-5,B-12-6,B-12-7,B-12-8,B-12-9,B-13-1,B-13-10,B-13-2,B-13-3,B-13-4,B-13-5,B-13-6,B-13-7,B-13-8,B-13-9,B-14-1,B-14-2,B-14-3,B-14-4,B-14-5,B-14-6,B-14-7,B-14-8,B-14-9,B-15-1,B-15-10,B-15-2,B-15-3,B-15-4,B-15-5,B-15-6,B-15-7,B-15-8,B-15-9,B-16-1,B-16-2,B-16-3,B-16-4,B-16-5,B-16-6,B-16-7,B-16-8,B-16-9,B-17-1,B-17-10,B-17-2,B-17-3,B-17-4,B-17-5,B-17-6,B-17-7,B-17-8,B-17-9,B-18-1,B-18-2,B-18-3,B-18-4,B-18-5,B-18-6,B-18-7,B-18-8,B-18-9,B-19-1,B-19-10,B-19-2,B-19-3,B-19-4,B-19-5,B-19-6,B-19-7,B-19-8,B-19-9,B-2-1,B-2-2,B-2-3,B-2-4,B-2-5,B-2-6,B-2-7,B-2-8,B-2-9,B-20-1,B-20-2,B-20-3,B-20-4,B-20-5,B-20-6,B-20-7,B-20-8,B-20-9,B-21-1,B-21-10,B-21-2,B-21-3,B-21-4,B-21-5,B-21-6,B-21-7,B-21-8,B-21-9,B-22-1,B-22-2,B-22-3,B-22-4,B-22-5,B-22-6,B-22-7,B-22-8,B-22-9,B-3-1,B-3-10,B-3-2,B-3-3,B-3-4,B-3-5,B-3-6,B-3-7,B-3-8,B-3-9,B-4-1,B-4-2,B-4-3,B-4-4,B-4-5,B-4-6,B-4-7,B-4-8,B-4-9,B-5-1,B-5-10,B-5-2,B-5-3,B-5-4,B-5-5,B-5-6,B-5-7,B-5-8,B-5-9,B-6-1,B-6-2,B-6-3,B-6-4,B-6-5,B-6-6,B-6-7,B-6-8,B-6-9,B-7-1,B-7-10,B-7-2,B-7-3,B-7-4,B-7-5,B-7-6,B-7-7,B-7-8,B-7-9,B-8-1,B-8-2,B-8-3,B-8-4,B-8-5,B-8-6,B-8-7,B-8-8,B-8-9,B-9-1,B-9-10,B-9-2,B-9-3,B-9-4,B-9-5,B-9-6,B-9-7,B-9-8,B-9-9 
0.76,45922.27,39376.414,34030.875,39135.203,40423.07,60991.723,56152.273,56290.105,70859.55,48991.51,19465.389,23946.324,21835.197,21843.846,22209.145,22313.88,17577.69,27282.371,16618.441,19490.47,23873.848,25785.156,26344.982,20177.066,21792.045,28127.248,18014.178,25784.041,22625.133,23082.416,16500.326,22975.586,15124.808,23478.104,35306.35,18952.117,22352.744,19673.453,17693.709,33276.176,23078.9,17435.725,19627.428,19375.41,40915.63,28805.426,17944.596,20413.158,33189.945,24394.537,23243.795,26971.9,25008.787,35678.465,25024.553,24757.748,28827.367,27799.506,21079.523,36248.332,27993.01,32827.523,27115.996,21170.738,18887.111,24057.71,25687.666,31409.379,45911.664,34680.473,26134.334,27905.73,31175.146,33091.227,33977.906,30996.268,34326.434,27882.336,41565.656,41817.62,45869.36,42785.016,35790.71,37232.35,36822.8,30765.908,45571.09,54292.83,45226.58,46903.29,45196.76,51721.01,44440.387,40528.785,45337.254,36486.63,32878.523,46873.99,48001.938,45644.977,52324.96,55358.42,61023.375,39586.6,40269.082,43513.062,61780.402,35867.863,65690.65,52656.22,48159.39,54776.63,33745.574,61310.88,67054.336,55380.04,54014.02,49811.918,80894.16,94565.48,48418.13,58737.484,50929.223,62084.664,79499.17,87739.9,79624.234,82574.38,74345.66,71876.5,95771.99,84066.24,85993.64,198159.58,295178.94,152571.94,122332.055,167986.89,203057.28,150217.6,176844.84,97417.95,40105.227,42501.207,37259.1,35018.953,39048.996,49549.926,45891.14,50383.49,40616.28,50512.19,49460.85,29784.639,31090.21,41910.695,49657.902,36504.676,36753.633,35679.47,41575.68,23229.049,28467.17,28886.893,24392.281,29860.598,33316.785,39213.418,37455.582,33332.91,34103.93,37333.883,44041.582,31911.256,36733.6,29705.398,31718.945,37119.027,34991.418,43112.344,33863.008,43067.566,34349.63,29910.77,30025.94,31549.188,29166.496,24522.732,30239.936,33694.168,24102.422,28622.973,36594.445,21065.375,28988.395,30735.314,29344.545,24412.795,25815.621,22966.71,21526.404,23153.967,27304.324,25335.648,17896.354,23197.35,21702.617,28577.123,24065.85
0.77,36496.047,35201.66,36062.973,32774.137,57727.402,58351.58,57125.37,44447.145,100813.13,46718.21,17007.652,20337.664,35540.55,20483.762,22711.887,29684.703,30212.332,26691.086,18577.781,27698.424,19556.447,24817.52,23498.973,22973.67,22261.76,26834.285,19781.738,25478.31,21182.043,23120.82,22524.12,20066.979,19856.332,21267.441,17940.268,23733.49,22078.344,25245.285,24190.951,36682.523,18210.646,19327.666,23662.629,22408.033,25418.242,17680.104,23187.809,21126.398,26786.082,26561.453,32829.414,26805.32,25615.098,29413.367,27228.54,33807.293,35247.97,45477.113,38030.36,29433.766,49205.992,31248.49,35203.195,23807.549,23520.822,25525.893,33334.22,36041.72,29624.246,31608.975,29257.217,31301.648,29526.924,28804.916,24920.426,30693.756,33812.727,43627.67,34559.438,47000.348,38365.445,39679.98,36147.79,46099.656,30354.42,35453.754,39764.38,56015.445,54609.0,47636.14,36216.79,37307.234,42151.82,37160.957,39323.08,49757.895,49573.535,42986.99,43350.48,42910.105,43292.18,56545.047,45588.156,44420.1,63328.58,49158.516,48848.367,43954.93,51770.37,47557.203,49694.207,42184.293,46424.76,40062.484,57498.293,49113.695,89522.72,44755.777,48829.395,59353.453,70017.66,48945.934,41774.74,116817.95,72114.445,68209.36,76212.89,80166.17,90078.39,91282.16,76033.125,88135.24,91080.43,117203.67,142718.86,158611.31,127786.64,194753.73,208375.95,195638.92,203189.89,146414.42,43218.184,34222.453,32702.975,41340.926,36380.875,50861.99,43568.234,51350.12,42235.77,36147.758,38758.04,32809.117,33717.484,34215.51,35912.01,34113.41,34800.35,44883.86,35039.1,36353.566,29513.379,43416.492,31531.008,34690.34,39242.85,36449.793,41468.797,36961.863,30400.252,38651.516,28617.994,32844.24,32145.633,34577.926,30552.777,50170.84,30873.447,34038.258,30612.766,61864.88,33982.645,39504.758,29904.605,39349.51,26314.707,25702.434,26817.703,37297.137,41561.273,30409.697,35039.16,38247.855,27387.475,32867.28,31216.58,26678.65,29313.953,25163.115,29821.932,24339.186,22490.705,26623.438,23322.518,26271.164,22721.012,20434.086,35834.65
0.78,39352.69,30937.863,47074.11,33672.953,33190.055,55158.227,45093.688,52316.31,55068.246,52713.38,24331.363,19172.344,25857.414,25739.938,24389.615,31631.766,21940.701,21072.088,21185.787,21070.062,25023.996,26851.477,26319.174,25101.102,32339.744,32858.52,26361.223,37574.277,19596.547,26243.738,18332.967,22081.834,23717.113,30040.1,26735.184,24989.523,26272.68,19137.467,23302.324,24687.336,20381.215,29223.217,22393.479,27996.63,29991.006,21978.812,23910.568,24735.707,28961.867,27319.26,40090.656,29200.738,21194.809,27902.791,39432.49,29439.227,35919.207,25271.78,28005.627,34987.5,33403.055,25048.059,23224.242,29208.232,28100.572,39072.242,30362.535,31658.182,30974.836,35300.78,31846.924,35656.797,41933.5,35675.75,31608.902,43055.836,42222.582,34006.1,30867.639,41868.117,31052.9,36803.984,40389.285,36877.367,37753.56,30172.453,39519.78,35926.117,48749.766,42481.004,44262.234,48231.78,47668.82,43541.15,40079.1,38169.67,35827.594,39009.652,47326.484,49315.777,47177.48,45576.273,65257.66,51797.17,43280.11,50876.188,43471.074,39505.594,51462.418,55225.105,56301.9,58348.887,42366.96,53053.555,51308.58,56377.316,86169.14,55292.33,53080.098,53218.336,55949.363,56971.035,79261.58,103438.47,71528.45,70488.24,151040.12,71292.31,65828.97,78373.45,67142.67,78612.18,76373.72,143362.9,163638.8,196077.42,141356.69,178674.36,134614.8,130263.64,280949.47,177452.39,44304.79,35951.01,33757.46,33517.055,42988.15,103810.46,107649.984,57229.13,62667.957,58220.7,26906.61,34840.703,29197.104,34619.75,43456.383,33879.0,35012.195,37836.926,31606.713,42263.44,27388.203,44567.52,44403.64,36203.184,35256.816,35761.625,31806.229,37607.016,28361.57,43559.348,27165.625,32826.234,38885.168,42535.793,30414.14,37321.797,43088.45,30413.734,36883.613,39629.8,33927.62,29428.195,22841.992,27020.268,38992.715,26992.55,32979.953,28258.637,26886.818,25233.115,24729.967,22078.967,34177.414,36033.223,28045.47,26428.484,26556.617,27154.637,37931.027,21883.174,31738.771,28181.266,27188.967,27510.986,23130.65,22883.615,23870.99
0.79,61172.44,39698.406,34470.53,26410.078,42593.348,73319.055,50126.863,63081.91,35792.637,40229.715,23017.088,20594.191,30278.072,22696.352,21800.8,24296.951,26660.371,19648.812,21118.62,21964.99,23134.312,29128.875,32198.568,27507.463,21278.994,24112.389,25131.295,22041.69,26824.05,24723.074,20294.29,20702.926,24060.021,21884.465,25212.678,26597.52,16469.09,16978.855,26856.227,28786.705,21282.018,19237.527,18917.486,21839.824,23360.842,31000.967,17326.865,26284.475,34508.77,34839.363,29258.312,26768.74,34109.074,29323.236,22173.588,29053.494,31824.977,41391.117,25115.598,32475.604,42131.34,25365.232,30239.242,20502.027,21306.79,30087.375,25713.154,34169.93,38433.004,31136.627,36285.027,31272.922,41914.758,32054.127,31753.258,31088.389,37547.38,26448.182,33993.16,40171.082,37711.01,35587.664,33173.504,37303.312,43070.445,30962.826,51006.4,43888.723,54779.457,40038.117,40915.64,33918.684,45134.53,35024.26,45373.926,44012.418,41518.73,43543.83,36996.906,37399.96,40571.06,61314.746,45931.863,40515.195,49570.582,44287.77,35213.285,36999.004,43389.19,46845.324,48346.055,32798.773,38944.26,43999.004,60441.633,50165.57,64195.9,48740.844,53764.504,46577.105,63252.23,62087.996,51128.867,72464.94,68437.41,97630.66,115633.95,57966.16,76343.98,115331.836,74074.75,125561.414,92596.55,138599.1,194116.61,174077.7,145831.78,284196.66,169108.88,128132.24,213649.34,203626.52,51996.19,41538.332,51340.008,37076.477,45214.54,55984.566,53803.992,40053.297,48928.836,45162.332,37112.82,47418.297,27412.383,32935.84,40075.04,38748.51,34087.785,35360.19,36549.754,44201.312,28636.234,47695.35,30207.293,37278.508,32094.152,33806.082,38257.67,30783.262,32825.445,33865.53,34218.5,30655.842,33592.492,33297.45,33369.496,35180.97,42840.367,35167.754,27484.217,40322.023,26468.748,35582.91,33820.08,28849.365,32086.445,39465.957,29789.174,31960.586,28774.658,24685.203,30614.248,29900.54,34517.793,40187.93,28411.326,28010.65,29766.068,20713.994,23074.828,23040.168,26515.408,21940.412,21398.572,26941.11,23174.932,26619.852,32436.068
0.8,34791.117,37771.19,32362.254,27125.096,56145.344,69488.37,52674.926,74491.49,84551.25,33899.6,29832.672,18388.799,31399.744,17743.691,23558.201,24857.566,30361.193,24482.754,19085.666,20573.344,29749.404,19879.479,23769.36,21238.44,23488.74,22587.986,18515.057,23530.553,22699.11,25573.748,20571.31,27017.7,16942.379,22661.074,24300.094,21370.691,17053.115,19588.035,25579.12,29455.207,17914.736,16537.133,21921.328,17129.809,33135.81,25662.514,20839.77,18898.56,25787.328,29619.355,23860.297,21925.52,27259.553,25634.607,26852.71,31001.889,35675.04,40627.504,21844.74,30811.244,52939.81,24345.285,23058.186,23563.598,20529.564,22098.906,38358.586,29265.215,35722.027,32340.367,37926.164,39775.723,25805.768,30826.389,28366.094,36639.297,42031.582,40076.582,41787.418,31466.213,43337.004,29999.027,46673.484,46201.652,31794.494,34434.477,57778.266,44189.8,34004.082,46785.996,33156.65,42798.594,35757.953,41951.8,36805.1,58319.71,42552.28,51233.938,42585.285,53841.996,42985.17,47132.246,56929.867,42045.043,50661.773,45663.043,47871.664,33422.188,40562.547,38932.434,63822.695,50091.008,31781.91,33867.027,54146.906,61653.367,59544.11,61753.23,62218.008,77012.2,71054.99,53047.13,70111.7,98023.52,76209.88,85765.1,90109.67,80993.805,66803.24,87242.0,91445.82,105044.59,69061.5,170012.38,136894.17,221258.83,104490.445,262094.89,176192.8,163049.25,255213.67,141192.95,34392.402,37220.723,40398.914,34381.875,37346.305,50566.617,57041.766,31758.676,58091.082,39078.19,37580.81,32998.562,40073.273,41470.35,40481.883,29288.582,38735.656,37492.977,49182.188,43219.97,42676.03,29421.934,26552.809,38171.246,40471.414,29036.771,38292.41,49375.84,31004.467,39624.918,42136.812,31305.064,40284.184,35004.5,31634.941,45259.246,41247.62,30618.492,33313.65,43928.61,34783.543,36620.492,33145.37,22463.16,28307.496,42445.31,36107.14,30791.953,34240.5,26379.953,29304.197,42942.062,36469.688,37110.84,37749.69,26247.754,27091.809,22059.049,16575.041,24907.207,23311.297,27792.357,24434.59,31340.316,28262.36,31172.402,24500.713
0.81,34159.117,31333.082,36395.074,27854.936,47126.03,74155.16,59982.7,45447.113,73581.07,30585.23,16232.252,23863.588,24034.627,23613.182,18999.633,25844.373,20210.725,19699.795,19426.371,26093.691,20836.582,20396.393,25158.924,23116.064,21836.826,20335.67,19068.734,26853.393,24249.713,23844.992,21409.754,20885.477,27986.975,21718.05,22401.555,20348.045,21777.412,21976.135,27243.5,30788.396,22576.744,23683.092,25525.717,22730.883,23634.66,26452.32,21418.457,28128.18,35767.246,32087.492,24430.162,24775.918,25798.664,29632.13,26139.889,26402.979,27421.334,30039.89,21794.807,26676.662,36529.258,27196.178,28490.172,24233.49,25843.227,32914.57,28064.855,40180.137,47720.152,34997.117,28773.922,27652.521,45099.082,33482.96,25159.293,28009.135,32488.139,37092.574,32888.105,36589.78,34056.84,29707.832,33011.742,35446.062,37668.688,39133.164,46541.38,50617.445,40374.824,41664.367,42088.133,44371.465,49635.29,39478.75,37249.594,33993.13,38733.523,52175.145,37541.953,43032.01,38600.867,49180.32,45872.066,53343.066,40631.984,40324.08,40380.074,36299.91,41812.426,42280.156,54673.875,36959.57,36449.594,39802.223,41864.133,61940.652,63314.54,60538.145,59343.223,54913.676,64772.906,47843.29,64418.992,61299.01,67253.57,79491.42,89520.92,74188.48,69947.43,85021.086,86586.086,87953.74,106705.695,115319.23,265938.7,119219.62,160504.27,120686.07,156019.34,195191.36,167981.19,121429.22,40061.18,38030.773,34492.07,42783.68,34084.965,54650.49,52943.09,30761.389,38025.066,40066.773,49101.03,30726.314,37086.137,39433.19,30368.777,43636.215,31706.998,44994.96,35282.82,26869.844,26774.955,33987.53,31597.873,40186.316,36897.707,32545.723,34157.316,34696.715,46285.96,30647.53,34426.566,32569.879,32973.074,33899.6,33437.582,46098.453,36464.1,35588.13,27651.746,50656.41,27020.977,23652.033,33292.992,32387.162,36643.246,28383.236,32531.97,30964.8,25329.592,29900.1,19437.398,25732.676,26234.666,30385.348,31562.781,29092.035,25684.965,26627.764,26480.271,25800.664,21911.559,25432.918,29296.986,26831.625,30160.12,20876.266,25744.521
0.82,40641.09,42802.113,74173.01,28903.406,31054.322,35569.316,35844.89,42910.34,45392.23,49416.23,19199.531,20614.553,18151.068,26963.557,21513.496,28113.273,31587.611,24577.857,17918.23,22800.078,18505.59,27772.863,27824.271,26736.303,19957.299,24289.256,17710.846,20162.25,19745.8,21606.455,23283.479,25478.045,26388.729,19450.436,26114.502,18697.186,19103.568,19736.445,42502.742,17957.44,24924.26,21411.639,20071.06,22195.63,20716.28,21418.178,31623.13,20660.896,38538.566,38370.227,23284.326,24432.398,23450.328,28001.072,28056.441,33077.156,31711.582,28728.457,22084.793,34177.336,28110.316,24555.693,35039.066,24411.725,35444.582,30075.998,29789.59,36800.957,28068.176,34181.793,37375.55,43255.297,38536.918,33188.76,38149.914,48110.406,36866.82,27274.764,31324.936,43505.832,40816.785,41880.51,44693.156,36403.137,42429.62,45238.098,56983.9,42868.36,44152.742,28772.137,55179.9,39061.516,54972.152,45140.594,48127.855,46526.64,53722.168,46455.164,51406.645,44334.297,53647.633,48063.47,36409.727,48362.164,38267.93,40304.785,41633.8,36071.88,52547.15,53583.457,49412.934,39798.23,46785.25,47773.184,73794.99,51667.676,61711.527,44305.492,64263.58,54267.39,56126.42,73873.22,64690.57,66985.45,75744.65,76707.1,100315.836,81290.375,91517.86,88437.04,101884.2,74533.805,66043.7,174108.06,131599.27,141881.62,96344.836,209517.44,145329.62,193131.16,146448.6,143697.23,50022.176,49145.434,28642.924,31744.08,45853.08,60909.906,61222.504,67612.21,40124.78,39954.59,34548.027,37317.58,39920.547,40506.883,40574.61,45758.34,39925.977,33588.645,36575.58,40754.207,45259.26,34803.848,32361.646,53822.777,33297.035,35344.258,41515.973,34306.24,44816.53,38921.766,38116.0,33457.477,32273.633,39623.773,30841.672,39948.848,44460.875,38077.746,33284.645,37385.348,31422.787,36022.055,23204.566,26867.79,25647.908,31157.184,26062.768,30531.688,25766.68,30952.97,31064.625,36631.758,25502.29,24106.332,23068.861,26150.807,33105.273,29180.697,31512.8,25740.596,24658.035,31391.852,25000.652,18756.643,24266.904,20474.113,28694.023
0.83,48899.617,39952.098,33666.69,30647.82,41380.266,72582.75,71652.875,53225.17,55215.387,38240.668,20064.814,27270.805,19983.09,26691.31,21925.658,25769.088,23083.635,20849.633,26196.484,32028.66,24407.14,23284.996,18948.646,17988.18,22925.24,21979.889,16605.92,15315.468,21571.23,21280.496,20570.537,25355.805,21347.209,21751.389,28231.922,19336.182,20767.822,21969.81,24973.674,35228.598,23127.078,19953.887,17978.752,15418.494,21379.432,17303.666,16725.424,19884.77,39198.977,30881.535,29105.605,24400.113,28105.295,24729.656,24309.053,28858.096,30432.857,26276.49,22407.951,26510.91,24135.375,23239.6,24286.748,32670.637,25605.623,24644.291,28795.139,36877.844,27716.785,32948.324,32797.266,38054.87,32144.004,32046.105,32420.023,26240.215,50706.496,48782.66,38946.01,42063.367,40331.72,39639.11,45725.527,34090.207,50329.074,36868.645,48559.332,53984.297,39977.188,39703.703,37001.16,44974.008,70882.734,40798.543,38944.32,44370.05,33813.094,47442.957,48155.633,41891.438,41225.633,38416.152,52201.203,41146.066,37429.418,46189.004,49157.223,48910.523,46995.266,41334.09,45836.676,41134.39,34462.992,36425.016,64637.867,52686.03,71762.53,67037.65,52814.598,54117.4,55815.32,73319.73,57279.766,82555.97,81241.23,70007.08,87162.79,83812.41,72298.086,75739.984,112390.38,79526.55,68794.78,135954.05,127411.87,110366.72,105013.375,175117.47,155159.8,162131.78,148513.08,116230.51,47447.797,45809.523,46438.707,31275.658,37535.99,50443.64,46149.46,38755.934,34490.598,31187.41,36731.594,31890.49,45222.047,46779.664,41793.582,31467.635,34379.344,38132.234,31699.775,40107.047,35184.402,31801.238,30250.305,34781.504,35275.34,34897.504,33806.324,33102.457,35486.676,36052.312,29995.254,30272.375,42343.387,26891.209,40890.574,33791.49,29400.91,35570.324,26513.129,25657.707,27708.396,26917.332,28021.936,31300.266,38574.582,39721.35,37891.996,35634.645,25628.91,40477.465,30386.67,26692.55,27094.129,29727.861,37137.824,31731.873,29511.0,24452.467,18928.158,24151.39,23632.535,30100.527,24619.375,25767.021,22064.799,22578.426,30608.844
0.84,29772.205,42550.492,53259.684,37076.26,47503.45,48999.203,44603.523,52766.1,49058.71,57985.4,19275.824,23830.977,20077.047,20723.193,34411.145,31897.11,24040.688,24154.799,24826.201,24407.137,25338.31,22419.213,21294.064,33993.254,27091.385,22283.688,32503.951,30517.828,19197.8,24979.715,23322.312,22301.4,20868.582,27853.486,21387.543,23576.258,18643.209,16286.119,17306.77,21565.473,19780.803,18449.543,23877.412,20190.037,21445.36,28364.99,26780.36,19292.443,27760.557,26696.127,34666.516,46066.117,38571.848,69408.695,31253.605,33432.008,26902.719,35162.383,23506.258,26824.322,33007.11,34324.297,30799.56,26543.434,24398.621,32459.898,26325.172,30405.613,29256.598,49152.65,39271.086,36462.89,37859.73,28431.512,32309.895,48135.164,44241.594,32080.764,44574.39,33495.832,38035.492,35559.8,37625.082,38652.508,42330.67,46130.95,41570.066,40479.58,53882.957,36473.754,47075.543,49628.664,39449.543,50855.1,53743.027,52396.402,45352.355,53666.79,40492.09,47810.23,46603.09,54792.348,43620.23,52563.71,44883.52,40943.195,36092.074,36062.805,48872.652,42843.98,49493.44,43291.742,44393.59,44431.727,79680.53,87222.02,90470.55,62544.52,66756.25,72291.32,81492.414,58689.742,35062.47,98116.04,73038.164,71987.586,90992.52,79540.375,78475.52,75088.51,104147.62,77931.266,51269.816,148814.78,197145.97,202069.77,120413.22,188175.88,181133.9,197494.27,121135.71,216316.9,48588.277,39913.215,30141.674,32197.254,45163.08,41301.16,54286.266,38651.402,37816.574,36421.043,39953.344,35348.383,36444.723,30250.45,40974.92,35016.57,33208.742,31300.434,35530.383,30831.012,33133.54,34192.184,45901.1,30237.68,33199.984,31779.074,34158.465,46693.984,56951.992,38468.59,35797.223,24210.943,33041.496,29277.361,29301.83,29119.896,36204.66,40687.902,29718.396,31881.1,21692.586,30871.328,26688.104,24007.977,28312.457,24717.57,24805.402,29059.562,39817.918,33901.51,24516.342,35561.785,26114.525,26072.123,25544.105,23909.184,28811.367,30966.855,30721.611,30648.658,27305.365,22496.928,31966.465,25069.844,30836.564,27783.393,22814.88
0.85,35301.953,39807.555,33369.855,34702.37,41244.45,82959.76,56832.836,52963.5,49073.605,38236.348,18893.785,18600.283,22016.979,24970.432,24927.193,17307.44,24907.3,24795.104,17890.277,27283.367,24677.844,23452.785,21335.404,18028.184,21588.967,23893.98,18369.66,22664.096,20937.787,20072.275,17660.518,17388.285,19130.389,20410.365,19553.19,19674.568,19237.34,24180.38,29558.064,34145.996,20277.424,22650.572,19639.824,28867.51,18564.078,13778.985,17536.906,21358.508,41191.555,26667.293,24228.613,21561.168,28325.678,23435.809,23420.752,31593.896,31307.387,28702.025,22815.57,26356.697,33573.324,30723.406,28450.797,25272.92,20595.822,26942.074,34160.863,38074.754,38382.117,34632.945,26856.318,34971.76,36591.527,33320.86,32762.242,50559.824,44155.33,31685.805,49962.812,32650.207,26800.25,29721.5,39541.945,36703.15,30442.438,34300.46,44254.062,56230.117,49373.754,46870.906,38908.125,37308.492,45542.72,40219.44,39948.707,42062.44,47449.89,41341.65,50754.45,60203.715,49361.016,53590.223,45649.43,41184.74,42052.863,54253.527,42072.49,40020.902,37649.04,45083.09,50960.266,55819.54,45012.36,37203.24,36393.418,57402.035,63374.992,49467.63,70978.44,61192.977,54428.016,44859.9,55395.85,70545.94,67772.914,72854.32,67827.79,76641.5,89172.484,89229.67,83067.55,70482.555,72393.14,108152.67,141329.27,110875.04,89239.9,168473.56,127942.23,241103.4,173865.97,123026.18,34456.246,49897.477,42901.527,39912.32,45406.734,37689.33,59731.188,42600.562,53615.645,48132.457,33260.363,44345.92,37445.637,33843.938,38974.805,39134.645,28703.785,37934.47,31626.395,35968.086,26217.477,31940.545,25992.031,46184.35,42470.984,40595.215,29504.182,35931.293,43137.918,36043.332,32168.617,39353.88,29936.906,41288.305,35692.71,26684.94,30833.574,38516.8,28778.422,31744.117,25632.93,44541.695,41920.867,33862.07,30548.553,24440.209,30573.678,28736.04,20822.662,26126.232,29157.736,31447.244,38606.7,32404.314,26429.62,28178.736,31924.66,28065.68,21478.98,23187.451,21737.197,25763.252,25475.521,25287.447,22448.164,23611.736,28457.846
0.86,45682.95,38143.074,30405.092,29648.537,54392.883,46340.797,45580.785,50764.68,55894.715,33636.457,19440.63,20085.613,23672.092,24852.98,23899.36,18740.238,29904.611,27535.746,20328.256,24689.064,22250.328,17252.197,26922.314,22929.508,24008.668,26097.496,18252.5,25985.848,26179.125,26202.771,21778.734,24434.22,19425.896,20888.678,23075.852,18649.67,16327.618,25722.508,26750.959,16263.687,20282.459,26001.922,21516.812,30441.898,30035.742,22177.148,21675.346,28701.03,27544.889,27734.785,25195.291,29968.271,27164.998,26488.367,27657.863,22801.668,32590.664,49439.492,30909.455,27155.807,36323.266,25696.885,30371.354,23560.299,30679.693,28553.521,35480.793,31099.62,27891.178,37745.305,30092.021,32974.188,31737.26,35041.977,27440.107,36762.94,37143.312,37002.01,34384.816,43408.78,32944.793,32509.053,27775.107,34425.77,29008.984,36819.71,50084.387,44123.66,38626.223,48605.742,46452.402,44874.445,48065.49,34019.336,51152.188,43093.242,34000.668,35334.406,38078.523,34249.258,39730.332,40620.684,50715.812,54483.598,49948.605,42994.64,38807.99,35171.047,45394.992,62788.176,55281.25,52730.016,38729.707,41406.668,55622.81,60270.117,58442.664,41156.926,51086.676,58606.082,59693.457,75472.99,66584.75,86219.516,69601.484,80833.695,84804.31,59435.82,65499.133,78075.21,97685.35,77124.766,70164.29,105929.06,255043.23,90690.42,89874.89,214333.16,207894.4,182703.58,283665.62,153396.44,30641.088,35787.285,41415.438,36609.59,43571.367,36593.18,45794.258,42804.066,52190.906,45877.258,31848.418,33954.11,28601.336,39624.867,31982.35,36084.723,35913.37,34862.863,29623.656,27093.203,20954.492,30031.416,30341.748,26471.65,43241.0,36625.426,32229.367,32686.787,26707.156,36746.477,30771.691,39389.293,30600.812,30207.574,36595.77,26504.527,34849.246,28994.193,25556.102,32177.416,29709.027,24224.924,30478.328,19696.207,33939.043,38227.105,31824.96,47883.242,31341.008,27422.064,41333.594,36619.004,24039.773,24433.215,36669.652,35931.89,35485.062,21389.85,21923.57,38818.387,21751.64,29313.328,33493.066,26938.643,22602.537,28205.895,24217.592
0.87,39814.152,43605.496,43788.918,28999.531,42147.35,38300.44,31561.383,38181.496,34776.84,41493.24,26179.764,20349.941,28497.264,19604.516,22531.668,28940.844,21173.098,16800.018,23479.543,19461.277,19023.66,27007.521,20598.775,29727.283,27513.318,22285.945,20107.459,25106.15,24921.934,24775.75,21809.166,25146.564,20875.5,23459.53,21719.123,19608.473,22763.54,17155.422,47195.125,19730.377,26711.941,21755.115,19212.646,19948.807,21380.43,20214.506,28049.912,22523.041,40182.0,32072.262,29810.895,34455.887,24569.684,27788.404,28612.256,25079.35,44171.277,32569.123,22464.365,33985.582,23693.797,22361.26,25374.873,28111.846,26870.418,26426.307,28968.273,28372.602,34084.68,39029.94,32808.957,30541.229,34956.684,39012.277,30751.533,34301.254,44044.406,46084.652,36681.902,43383.254,32720.553,41079.71,43105.57,36401.855,42192.55,43872.6,36004.59,39957.85,34849.492,40392.613,43521.453,38567.902,40121.285,39017.07,44481.9,51058.69,49235.984,51671.96,44571.246,44715.438,55642.35,42811.984,62701.504,65338.445,45743.65,56717.594,38897.65,42993.17,48266.875,45619.81,45087.76,42899.914,48415.71,62781.3,60930.844,62532.26,51148.695,53240.418,64620.48,52273.387,62188.61,56954.97,52605.14,77894.1,52582.242,80239.9,90818.89,62139.53,104501.49,75485.29,71823.99,78855.1,69767.6,127915.75,162768.64,175031.48,106283.836,125951.484,179996.33,269983.9,140155.9,160854.23,37221.984,64376.9,40047.074,35479.41,34591.332,51354.984,81368.055,76866.375,37182.043,31791.842,27954.447,27378.916,31852.824,27948.424,41551.016,38298.8,29935.082,35899.71,30680.207,35664.125,37278.984,22321.805,32707.418,31522.549,34032.035,33133.67,33724.184,26540.854,39714.062,38216.88,40599.465,46265.227,29576.92,26091.555,35814.973,32903.973,41418.89,38622.152,38648.234,43471.016,30047.107,28930.031,21871.506,31176.082,23123.572,33314.203,23245.16,27960.613,26670.24,22676.082,19143.863,26663.299,23215.756,24402.914,32098.102,32988.465,23019.41,30822.322,28166.06,25860.39,24710.79,22624.104,19893.852,21767.795,30619.635,17686.488,23623.232
