Job,Step,FrameIndex,Time,uplift_B-1-1,uplift_B-1-10,uplift_B-1-2,uplift_B-1-3,uplift_B-1-4,uplift_B-1-5,uplift_B-1-6,uplift_B-1-7,uplift_B-1-8,uplift_B-1-9,uplift_B-10-1,uplift_B-10-2,uplift_B-10-3,uplift_B-10-4,uplift_B-10-5,uplift_B-10-6,uplift_B-10-7,uplift_B-10-8,uplift_B-10-9,uplift_B-11-1,uplift_B-11-10,uplift_B-11-2,uplift_B-11-3,uplift_B-11-4,uplift_B-11-5,uplift_B-11-6,uplift_B-11-7,uplift_B-11-8,uplift_B-11-9,uplift_B-12-1,uplift_B-12-2,uplift_B-12-3,uplift_B-12-4,uplift_B-12-5,uplift_B-12-6,uplift_B-12-7,uplift_B-12-8,uplift_B-12-9,uplift_B-13-1,uplift_B-13-10,uplift_B-13-2,uplift_B-13-3,uplift_B-13-4,uplift_B-13-5,uplift_B-13-6,uplift_B-13-7,uplift_B-13-8,uplift_B-13-9,uplift_B-14-1,uplift_B-14-2,uplift_B-14-3,uplift_B-14-4,uplift_B-14-5,uplift_B-14-6,uplift_B-14-7,uplift_B-14-8,uplift_B-14-9,uplift_B-15-1,uplift_B-15-10,uplift_B-15-2,uplift_B-15-3,uplift_B-15-4,uplift_B-15-5,uplift_B-15-6,uplift_B-15-7,uplift_B-15-8,uplift_B-15-9,uplift_B-16-1,uplift_B-16-2,uplift_B-16-3,uplift_B-16-4,uplift_B-16-5,uplift_B-16-6,uplift_B-16-7,uplift_B-16-8,uplift_B-16-9,uplift_B-17-1,uplift_B-17-10,uplift_B-17-2,uplift_B-17-3,uplift_B-17-4,uplift_B-17-5,uplift_B-17-6,uplift_B-17-7,uplift_B-17-8,uplift_B-17-9,uplift_B-18-1,uplift_B-18-2,uplift_B-18-3,uplift_B-18-4,uplift_B-18-5,uplift_B-18-6,uplift_B-18-7,uplift_B-18-8,uplift_B-18-9,uplift_B-19-1,uplift_B-19-10,uplift_B-19-2,uplift_B-19-3,uplift_B-19-4,uplift_B-19-5,uplift_B-19-6,uplift_B-19-7,uplift_B-19-8,uplift_B-19-9,uplift_B-2-1,uplift_B-2-2,uplift_B-2-3,uplift_B-2-4,uplift_B-2-5,uplift_B-2-6,uplift_B-2-7,uplift_B-2-8,uplift_B-2-9,uplift_B-20-1,uplift_B-20-2,uplift_B-20-3,uplift_B-20-4,uplift_B-20-5,uplift_B-20-6,uplift_B-20-7,uplift_B-20-8,uplift_B-20-9,uplift_B-21-1,uplift_B-21-10,uplift_B-21-2,uplift_B-21-3,uplift_B-21-4,uplift_B-21-5,uplift_B-21-6,uplift_B-21-7,uplift_B-21-8,uplift_B-21-9,uplift_B-22-1,uplift_B-22-2,uplift_B-22-3,uplift_B-22-4,uplift_B-22-5,uplift_B-22-6,uplift_B-22-7,uplift_B-22-8,uplift_B-22-9,uplift_B-3-1,uplift_B-3-10,uplift_B-3-2,uplift_B-3-3,uplift_B-3-4,uplift_B-3-5,uplift_B-3-6,uplift_B-3-7,uplift_B-3-8,uplift_B-3-9,uplift_B-4-1,uplift_B-4-2,uplift_B-4-3,uplift_B-4-4,uplift_B-4-5,uplift_B-4-6,uplift_B-4-7,uplift_B-4-8,uplift_B-4-9,uplift_B-5-1,uplift_B-5-10,uplift_B-5-2,uplift_B-5-3,uplift_B-5-4,uplift_B-5-5,uplift_B-5-6,uplift_B-5-7,uplift_B-5-8,uplift_B-5-9,uplift_B-6-1,uplift_B-6-2,uplift_B-6-3,uplift_B-6-4,uplift_B-6-5,uplift_B-6-6,uplift_B-6-7,uplift_B-6-8,uplift_B-6-9,uplift_B-7-1,uplift_B-7-10,uplift_B-7-2,uplift_B-7-3,uplift_B-7-4,uplift_B-7-5,uplift_B-7-6,uplift_B-7-7,uplift_B-7-8,uplift_B-7-9,uplift_B-8-1,uplift_B-8-2,uplift_B-8-3,uplift_B-8-4,uplift_B-8-5,uplift_B-8-6,uplift_B-8-7,uplift_B-8-8,uplift_B-8-9,uplift_B-9-1,uplift_B-9-10,uplift_B-9-2,uplift_B-9-3,uplift_B-9-4,uplift_B-9-5,uplift_B-9-6,uplift_B-9-7,uplift_B-9-8,uplift_B-9-9,sliding_B-1-1,sliding_B-1-10,sliding_B-1-2,sliding_B-1-3,sliding_B-1-4,sliding_B-1-5,sliding_B-1-6,sliding_B-1-7,sliding_B-1-8,sliding_B-1-9,sliding_B-10-1,sliding_B-10-2,sliding_B-10-3,sliding_B-10-4,sliding_B-10-5,sliding_B-10-6,sliding_B-10-7,sliding_B-10-8,sliding_B-10-9,sliding_B-11-1,sliding_B-11-10,sliding_B-11-2,sliding_B-11-3,sliding_B-11-4,sliding_B-11-5,sliding_B-11-6,sliding_B-11-7,sliding_B-11-8,sliding_B-11-9,sliding_B-12-1,sliding_B-12-2,sliding_B-12-3,sliding_B-12-4,sliding_B-12-5,sliding_B-12-6,sliding_B-12-7,sliding_B-12-8,sliding_B-12-9,sliding_B-13-1,sliding_B-13-10,sliding_B-13-2,sliding_B-13-3,sliding_B-13-4,sliding_B-13-5,sliding_B-13-6,sliding_B-13-7,sliding_B-13-8,sliding_B-13-9,sliding_B-14-1,sliding_B-14-2,sliding_B-14-3,sliding_B-14-4,sliding_B-14-5,sliding_B-14-6,sliding_B-14-7,sliding_B-14-8,sliding_B-14-9,sliding_B-15-1,sliding_B-15-10,sliding_B-15-2,sliding_B-15-3,sliding_B-15-4,sliding_B-15-5,sliding_B-15-6,sliding_B-15-7,sliding_B-15-8,sliding_B-15-9,sliding_B-16-1,sliding_B-16-2,sliding_B-16-3,sliding_B-16-4,sliding_B-16-5,sliding_B-16-6,sliding_B-16-7,sliding_B-16-8,sliding_B-16-9,sliding_B-17-1,sliding_B-17-10,sliding_B-17-2,sliding_B-17-3,sliding_B-17-4,sliding_B-17-5,sliding_B-17-6,sliding_B-17-7,sliding_B-17-8,sliding_B-17-9,sliding_B-18-1,sliding_B-18-2,sliding_B-18-3,sliding_B-18-4,sliding_B-18-5,sliding_B-18-6,sliding_B-18-7,sliding_B-18-8,sliding_B-18-9,sliding_B-19-1,sliding_B-19-10,sliding_B-19-2,sliding_B-19-3,sliding_B-19-4,sliding_B-19-5,sliding_B-19-6,sliding_B-19-7,sliding_B-19-8,sliding_B-19-9,sliding_B-2-1,sliding_B-2-2,sliding_B-2-3,sliding_B-2-4,sliding_B-2-5,sliding_B-2-6,sliding_B-2-7,sliding_B-2-8,sliding_B-2-9,sliding_B-20-1,sliding_B-20-2,sliding_B-20-3,sliding_B-20-4,sliding_B-20-5,sliding_B-20-6,sliding_B-20-7,sliding_B-20-8,sliding_B-20-9,sliding_B-21-1,sliding_B-21-10,sliding_B-21-2,sliding_B-21-3,sliding_B-21-4,sliding_B-21-5,sliding_B-21-6,sliding_B-21-7,sliding_B-21-8,sliding_B-21-9,sliding_B-22-1,sliding_B-22-2,sliding_B-22-3,sliding_B-22-4,sliding_B-22-5,sliding_B-22-6,sliding_B-22-7,sliding_B-22-8,sliding_B-22-9,sliding_B-3-1,sliding_B-3-10,sliding_B-3-2,sliding_B-3-3,sliding_B-3-4,sliding_B-3-5,sliding_B-3-6,sliding_B-3-7,sliding_B-3-8,sliding_B-3-9,sliding_B-4-1,sliding_B-4-2,sliding_B-4-3,sliding_B-4-4,sliding_B-4-5,sliding_B-4-6,sliding_B-4-7,sliding_B-4-8,sliding_B-4-9,sliding_B-5-1,sliding_B-5-10,sliding_B-5-2,sliding_B-5-3,sliding_B-5-4,sliding_B-5-5,sliding_B-5-6,sliding_B-5-7,sliding_B-5-8,sliding_B-5-9,sliding_B-6-1,sliding_B-6-2,sliding_B-6-3,sliding_B-6-4,sliding_B-6-5,sliding_B-6-6,sliding_B-6-7,sliding_B-6-8,sliding_B-6-9,sliding_B-7-1,sliding_B-7-10,sliding_B-7-2,sliding_B-7-3,sliding_B-7-4,sliding_B-7-5,sliding_B-7-6,sliding_B-7-7,sliding_B-7-8,sliding_B-7-9,sliding_B-8-1,sliding_B-8-2,sliding_B-8-3,sliding_B-8-4,sliding_B-8-5,sliding_B-8-6,sliding_B-8-7,sliding_B-8-8,sliding_B-8-9,sliding_B-9-1,sliding_B-9-10,sliding_B-9-2,sliding_B-9-3,sliding_B-9-4,sliding_B-9-5,sliding_B-9-6,sliding_B-9-7,sliding_B-9-8,sliding_B-9-9
Job-H-1_0_2300_30,Gravity,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Job-H-1_0_2300_30,Gravity,1,0.010003347881138325,4.6586585042535966e-05,4.629336979418907e-05,3.342965942789407e-05,3.782993936962872e-05,3.803366900256474e-05,3.763800566978497e-05,3.506270331475908e-05,3.8305796870643304e-05,3.657357269550757e-05,3.6482569087829155e-05,4.431057853315147e-05,4.58647897855813e-05,4.5452181195427706e-05,4.58731488093145e-05,4.4265056021573865e-05,4.51367747293129e-05,4.491494710823225e-05,4.1323763660069666e-05,4.408929794149349e-05,3.1666789525574616e-05,3.3021115306615975e-05,3.962677283899518e-05,4.147783182221583e-05,4.023663299125604e-05,3.9595338492107475e-05,3.993925174859401e-05,4.039491000123155e-05,3.955617843315256e-05,3.6705663332241805e-05,3.1442570735923984e-05,3.2780653884659656e-05,3.3444739263167236e-05,3.3444849129223735e-05,3.345165219650234e-05,3.453401548376484e-05,3.3518667614891884e-05,3.153248718733652e-05,3.126446750447008e-05,2.3019971369764248e-05,2.6185401703217823e-05,2.4178661942723275e-05,2.4238759538450605e-05,2.516210465126745e-05,2.549492603776724e-05,2.5931716664649703e-05,2.601077909745959e-05,2.4843506604972107e-05,2.4965376534769678e-05,2.3149777396499e-05,2.0673271517564783e-05,1.8930657522295485e-05,1.9951536082965487e-05,2.0905214581245233e-05,2.0710223326305565e-05,1.967078718074149e-05,2.0524764533608306e-05,2.582025266100445e-05,2.946033024320626e-05,3.060883749820074e-05,2.5152777540764154e-05,2.0729577008698035e-05,2.1588265659657806e-05,2.1923172487978727e-05,2.2241258592963685e-05,2.0892960489440914e-05,2.1026341908535265e-05,2.5594344177422066e-05,3.190697685760464e-05,2.4094653524118593e-05,2.2782149034023722e-05,2.207446523796465e-05,2.171018275708173e-05,2.1899832278337223e-05,2.2734789573485752e-05,2.3085259130034975e-05,3.1105041502620975e-05,3.4327616565827865e-05,3.421946177382156e-05,2.5635006410233246e-05,2.1051045377621283e-05,2.152600237962305e-05,2.1937173219995392e-05,2.1921659672645785e-05,2.1150136507573914e-05,2.1772123341526453e-05,2.4670869353632755e-05,3.326785146091428e-05,2.390370114098891e-05,2.4565163251691973e-05,2.181660212556732e-05,2.292052073046444e-05,2.3090748118747755e-05,2.4937853074364362e-05,2.430289571838044e-05,3.377385166363402e-05,2.5109728453495163e-05,2.524455941427735e-05,2.0899286128306457e-05,1.8828029107974057e-05,1.8375930860696053e-05,2.0103806985983226e-05,2.017253021757563e-05,2.0531488221223046e-05,1.986110912827995e-05,2.140878392556306e-05,4.9651118214880406e-05,5.6442780562753375e-05,5.961996742707476e-05,5.927025010788358e-05,5.690361287391556e-05,5.738436401616399e-05,5.801599547927526e-05,5.724400351401466e-05,5.327301914829242e-05,2.5213265995053743e-05,2.0194771479044666e-05,1.7599351268557934e-05,1.8814392199416742e-05,1.905947173464323e-05,2.0704478654545067e-05,1.802574804880214e-05,2.1423443278703763e-05,2.4164650281622455e-05,1.5718160512716285e-05,1.442477789338682e-05,1.7520647482272793e-05,1.764526176262302e-05,1.971152419149688e-05,1.7756831318212603e-05,1.9701903433758806e-05,1.8615175415414033e-05,2.0239066481907253e-05,2.2482757990307195e-05,8.699143159451615e-06,9.91596207973785e-06,1.1523380427943179e-05,1.1150290543269245e-05,1.1648017716891623e-05,9.534544951957002e-06,9.75336678728773e-06,1.3217671909035277e-05,7.78795952883125e-06,3.776602579788666e-05,3.320713522150232e-05,4.509919406682203e-05,4.5804300899880496e-05,4.504269573487495e-05,4.816837483220311e-05,4.709694710026319e-05,4.654940911566815e-05,4.645775831926294e-05,4.267175028469404e-05,3.929272955212619e-05,3.875675389144961e-05,3.865490029167324e-05,4.294693096234514e-05,4.11056467506669e-05,3.885982780975407e-05,3.940015382113903e-05,3.7390864564158e-05,3.520837794027472e-05,2.963318427868196e-05,2.6344848844216536e-05,2.3486838980043192e-05,2.0640534596410365e-05,2.254973415027603e-05,2.2518560663370643e-05,2.1989369375486614e-05,2.204715259384052e-05,2.1256202262665615e-05,2.4231911748209218e-05,2.5609036821128318e-05,2.0024988875725683e-05,2.0837408817506836e-05,2.2231670910085552e-05,2.2280218333310348e-05,2.2261080068918712e-05,2.1899504118205115e-05,2.1458728402111007e-05,2.3538001474259395e-05,2.5680620165283166e-05,2.5286660259692214e-05,2.7922299499866925e-05,2.994727860758142e-05,3.2135830441759144e-05,3.0318521764640743e-05,3.077630004389862e-05,3.1153317136779306e-05,2.996508424272492e-05,2.8726125874016772e-05,3.654187144888052e-05,4.108837333316096e-05,4.2356975404600364e-05,4.357573222407165e-05,4.309762361932875e-05,4.3848778998041614e-05,4.182526108011782e-05,4.014929005155438e-05,3.845479566338673e-05,4.044068733303444e-05,4.227163737662606e-05,4.160872629945012e-05,4.362167866907145e-05,4.4639703875954745e-05,4.359507095087528e-05,4.440234401303843e-05,4.388379405802726e-05,4.291336213656134e-05,3.9912643742790356e-05,1.0095557418786297e-06,1.460750326461556e-06,8.152793640856487e-06,1.3998433457703562e-05,7.985909401894484e-06,8.226677125814609e-06,6.4211659636296e-06,9.638061354365966e-06,1.2158386964805794e-05,1.6519147050630867e-05,3.206345143151712e-05,3.320031892427975e-05,3.313551290653424e-05,3.339511201766725e-05,3.216962460800176e-05,3.2277858204456965e-05,3.224901059922411e-05,2.942095908036268e-05,3.1561792663673955e-05,2.2664831930598865e-05,2.2963675082070286e-05,2.877248273488732e-05,3.0139970009325288e-05,2.948821695185597e-05,2.8886527152822907e-05,2.8646421213709077e-05,2.907892591395817e-05,2.8072412196371658e-05,2.62312037692638e-05,2.284868213467309e-05,2.4708838430022324e-05,2.5406713085445395e-05,2.5142555395790116e-05,2.504204175925256e-05,2.567651392142152e-05,2.46735504305403e-05,2.3184611119969923e-05,2.225863065983449e-05,1.731491581368419e-05,1.8691993647075073e-05,1.8002128572299747e-05,1.8318631685727194e-05,1.917974486772436e-05,1.9027370138407154e-05,1.924105904308255e-05,1.9268171512402173e-05,1.8410020687425787e-05,1.7556294991102e-05,1.5546903202055156e-05,1.532051671484476e-05,1.4145209619858968e-05,1.4890922602270451e-05,1.5251447491456627e-05,1.5011706813839536e-05,1.4294428144715389e-05,1.4803081814024807e-05,1.764646770077721e-05,1.9806669059247363e-05,2.0905241903955618e-05,1.833918612933925e-05,1.5229003466715778e-05,1.5831469518331276e-05,1.5780024018356973e-05,1.6061931403501333e-05,1.4950785797903418e-05,1.4775738683508036e-05,1.8351625152751757e-05,2.3410569647253434e-05,1.7732082982360057e-05,1.6867961426145666e-05,1.614989960185962e-05,1.5594957522259358e-05,1.56199011435893e-05,1.627854470101045e-05,1.6582302201454112e-05,2.2340102380485454e-05,2.5220415341735552e-05,2.505411782202815e-05,1.9075549567864174e-05,1.543904694661075e-05,1.5756410006396655e-05,1.553486740432645e-05,1.5646240524008736e-05,1.49411500845765e-05,1.567832054968398e-05,1.8091575648308602e-05,2.4888633081052855e-05,1.8206498419481226e-05,1.8668650848966266e-05,1.650471548261254e-05,1.7007111963636118e-05,1.7237410200151337e-05,1.854468512347836e-05,1.8224591230691257e-05,2.4970006152338953e-05,2.0131325844668902e-05,2.0536448012176773e-05,1.7112486166547587e-05,1.541036759175237e-05,1.4754943512437102e-05,1.571097780356706e-05,1.572448270029209e-05,1.618149414611243e-05,1.5570439272389007e-05,1.6901608912574625e-05,1.6439162692051067e-05,1.590718707617498e-05,1.693160320882126e-05,1.701680994398197e-05,1.5622253197542306e-05,1.441673983959878e-05,1.564808121186631e-05,1.4820771974765995e-05,1.8330823941923792e-05,2.055411804039452e-05,1.6861522757541373e-05,1.4479858176664874e-05,1.528477659640772e-05,1.5501622280758856e-05,1.6329915998255496e-05,1.4557956549209358e-05,1.713325660337543e-05,2.013038824429145e-05,1.2915992804029546e-05,1.2178389777275537e-05,1.4701221024061487e-05,1.463092486717329e-05,1.6046769887704487e-05,1.417316621712577e-05,1.5640033379424027e-05,1.5177270934478683e-05,1.634418708130124e-05,1.8135278754981986e-05,6.73558133437609e-06,8.442107206160282e-06,9.658987962054229e-06,8.532790994323444e-06,9.630489512299352e-06,7.640590463860472e-06,8.284432877654393e-06,1.1216567529459682e-05,6.6172107247602505e-06,1.0417958786367363e-05,8.62436233916293e-06,1.9383022813116577e-05,1.7402228195091346e-05,1.7033386919980543e-05,1.7825528808935754e-05,1.8682989951180504e-05,1.931513421842459e-05,1.9241041067615194e-05,1.7897916303598374e-05,1.862789011059396e-05,1.928604430389173e-05,1.9807369095848193e-05,2.136258050328189e-05,1.8802939382045425e-05,1.8341648049348755e-05,1.8447126222363424e-05,1.8700543066958543e-05,1.6365982263572296e-05,1.1815477961729681e-05,1.0708753673985283e-05,7.70233144871564e-06,5.728495277908864e-06,5.605376987854135e-06,4.920528075098172e-06,5.325977683719457e-06,5.648534790749714e-06,5.900071113851594e-06,7.832028903627546e-06,1.1359566039296766e-05,5.750550601143539e-06,6.367791480302058e-06,5.756376809623975e-06,5.243850937037927e-06,5.488607489066905e-06,5.945626268877924e-06,6.4811398881415e-06,8.217698164163122e-06,1.1110993367449316e-05,9.921169788337392e-06,1.2789581264550888e-05,1.414240616596964e-05,1.5076851920801305e-05,1.4675992239917364e-05,1.4019021623292387e-05,1.4031249614718098e-05,1.4271689034702371e-05,1.3323950493660515e-05,2.0890221891037823e-05,2.3282785357283497e-05,2.3797510708055608e-05,2.444203043745962e-05,2.3721441981481574e-05,2.3218099847071163e-05,2.2301450523943715e-05,2.2478228747747656e-05,2.1279398237157034e-05,2.747896033832367e-05,2.7490365125246203e-05,2.723393084679831e-05,3.0408753290045153e-05,3.162499153083382e-05,3.05906181397005e-05,3.009054610231206e-05,3.0226323579303514e-05,2.874808528015762e-05,2.5813862885671375e-05
